prefix_token_ratio, prefix_derived_ratio, suffix_token_ratio,suffix_derived_ratio, total_affix_token_ratio,total_affix_derived_ratio, actor_focus_ratio, object_focus_ratio, benefactive_focus_ratio, locative_focus_ratio,instrumental_focus_ratio, referential_focus_ratio, infinitive_verb_ratio, participle_verb_ratio,perfective_verb_ratio, imperfective_verb_ratio, contemplative_verb_ratio, recent_past_verb_ratio, aux_verb_ratio,prefix_derived_ratio,suffix_token_ratio,total_affix_token_ratio,actor_focus_ratio,object_focus_ratio,benefactive_focus_ratio,locative_focus_ratio,referential_focus_ratio,infinitive_verb_ratio,participle_verb_ratio,imperfective_verb_ratio,contemplative_verb_ratio,recent_past_verb_ratio,aux_verb_ratio
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.033707865168539325,,,,,0.0,0.011235955056179775,0.011235955056179775,0.02247191011235955,0.011235955056179775,0.0,0.0,0.0,0.011235955056179775,0.056179775280898875,0.02247191011235955,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.04878048780487805,,,,,0.0,0.0,0.0,0.012195121951219513,0.012195121951219513,0.0,0.0,0.0,0.006097560975609756,0.054878048780487805,0.006097560975609756,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.01818181818181818,,,,,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.045454545454545456,0.05454545454545454,0.01818181818181818,0.01818181818181818,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.02564102564102564,,,,,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.021739130434782608,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.043478260869565216,0.021739130434782608,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564
0.0,,,0.0,,0.0,,,,,0.0,,,,0.03508771929824561,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.017543859649122806,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.029069767441860465,,,,,0.0,0.0,0.0,0.011627906976744186,0.01744186046511628,0.0,0.0,0.0,0.023255813953488372,0.06395348837209303,0.011627906976744186,0.023255813953488372,0.0,0.011627906976744186
0.0,,,0.0,,0.0,,,,,0.0,,,,0.05263157894736842,,,,,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.01282051282051282,,,,,0.0,0.01282051282051282,0.01282051282051282,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.06766917293233082,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015037593984962405,0.08270676691729323,0.0,0.015037593984962405,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.02564102564102564,,,,,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.07692307692307693,0.0,0.0,0.05128205128205128
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.019417475728155338,0.04854368932038835,0.038834951456310676,0.009708737864077669,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.03333333333333333,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.06349206349206349,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.1111111111111111,0.031746031746031744,0.015873015873015872,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0196078431372549,,,,,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.029411764705882353,0.00980392156862745,0.0,0.0,0.00980392156862745
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0064516129032258064,,,,,0.0,0.0,0.0,0.0064516129032258064,0.012903225806451613,0.0,0.0,0.0,0.025806451612903226,0.03225806451612903,0.01935483870967742,0.0064516129032258064,0.0,0.0064516129032258064
0.0,,,0.0,,0.0,,,,,0.0,,,,0.003278688524590164,,,,,0.0,0.0,0.0,0.006557377049180328,0.006557377049180328,0.0,0.0,0.0,0.019672131147540985,0.04262295081967213,0.01639344262295082,0.022950819672131147,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.0,0.029411764705882353,0.0,0.029411764705882353
0.0,,,1.0,,1.0,,,,,0.0,,,,0.04819277108433735,,,,,0.0,0.012048192771084338,0.012048192771084338,0.0,0.012048192771084338,0.0,0.0,0.0,0.024096385542168676,0.060240963855421686,0.012048192771084338,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.03278688524590164,,,,,0.0,0.00546448087431694,0.00546448087431694,0.01092896174863388,0.02185792349726776,0.0,0.0,0.0,0.0,0.03825136612021858,0.0,0.00546448087431694,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.02857142857142857,,,,,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.030303030303030304,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.00796812749003984,,,,,0.0,0.01195219123505976,0.01195219123505976,0.00398406374501992,0.00796812749003984,0.0,0.0,0.0,0.01593625498007968,0.0199203187250996,0.01195219123505976,0.0,0.0,0.00398406374501992
0.0,,,0.0,,0.0,,,,,0.0,,,,0.03225806451612903,,,,,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.04838709677419355,0.016129032258064516,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.024875621890547265,,,,,0.0,0.0,0.0,0.004975124378109453,0.004975124378109453,0.0,0.0,0.0,0.01990049751243781,0.024875621890547265,0.0,0.0,0.0,0.004975124378109453
0.0,,,0.0,,0.0,,,,,0.0,,,,0.04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.0,0.02,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.02564102564102564,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.007407407407407408,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.058823529411764705,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.043859649122807015,,,,,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.016129032258064516,,,,,0.0,0.008064516129032258,0.008064516129032258,0.008064516129032258,0.0,0.0,0.0,0.0,0.008064516129032258,0.04838709677419355,0.024193548387096774,0.008064516129032258,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.02577319587628866,,,,,0.0,0.005154639175257732,0.005154639175257732,0.0,0.020618556701030927,0.0,0.0,0.0,0.030927835051546393,0.03608247422680412,0.010309278350515464,0.0,0.0,0.010309278350515464
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0,,,,,0.0,0.010869565217391304,0.010869565217391304,0.0,0.021739130434782608,0.0,0.0,0.0,0.010869565217391304,0.03260869565217391,0.010869565217391304,0.021739130434782608,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.05970149253731343,,,,,0.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0,0.0,0.0,0.0,0.07462686567164178,0.014925373134328358,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.03759398496240601,,,,,0.0,0.007518796992481203,0.007518796992481203,0.022556390977443608,0.007518796992481203,0.0,0.0,0.0,0.011278195488721804,0.03759398496240601,0.0,0.0,0.0,0.0
0.0,,,1.5,,1.5,,,,,0.0,,,,0.0,,,,,0.0,0.05660377358490566,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.01639344262295082,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06557377049180328,0.0,0.04918032786885246,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.013333333333333334,,,,,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.013333333333333334
0.0,,,1.0,,1.0,,,,,0.0,,,,0.044642857142857144,,,,,0.0,0.017857142857142856,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.026785714285714284,0.05357142857142857,0.008928571428571428,0.0,0.0,0.017857142857142856
0.0,,,0.0,,0.0,,,,,0.0,,,,0.06818181818181818,,,,,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.06818181818181818,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.05,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.02702702702702703,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.027777777777777776,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0,,,,,0.0,0.018867924528301886,0.018867924528301886,0.0,0.0,0.0,0.018867924528301886,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.014705882352941176,,,,,0.0,0.007352941176470588,0.007352941176470588,0.0,0.007352941176470588,0.0,0.0,0.0,0.007352941176470588,0.014705882352941176,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.04225352112676056,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225352112676056,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.021164021164021163,,,,,0.0,0.0026455026455026454,0.0026455026455026454,0.0026455026455026454,0.0,0.0,0.0,0.0,0.0026455026455026454,0.037037037037037035,0.005291005291005291,0.010582010582010581,0.0,0.0026455026455026454
0.0,,,0.0,,0.0,,,,,0.0,,,,0.029411764705882353,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.04424778761061947,,,,,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.008849557522123894,0.04424778761061947,0.0,0.0,0.0,0.008849557522123894
0.0,,,0.0,,0.0,,,,,0.0,,,,0.014285714285714285,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.02857142857142857,0.0,0.014285714285714285,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0430622009569378,,,,,0.0,0.0,0.0,0.014354066985645933,0.009569377990430622,0.0,0.0,0.0,0.014354066985645933,0.04784688995215311,0.004784688995215311,0.0,0.0,0.0
0.0,,,2.0,,2.0,,,,,0.0,,,,0.041666666666666664,,,,,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.037037037037037035,,,,,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.011904761904761904,,,,,0.0,0.011904761904761904,0.011904761904761904,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.023809523809523808,0.011904761904761904,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.004545454545454545,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06363636363636363,0.05454545454545454,0.004545454545454545,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.05,,,,,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.029411764705882353,,,,,0.0,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0380952380952381,,,,,0.0,0.009523809523809525,0.009523809523809525,0.02857142857142857,0.0,0.0,0.0,0.0,0.0380952380952381,0.047619047619047616,0.009523809523809525,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.04081632653061224,,,,,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.04081632653061224,0.04081632653061224,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0,,,,,0.0,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.01694915254237288,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.031007751937984496,,,,,0.0,0.007751937984496124,0.007751937984496124,0.015503875968992248,0.007751937984496124,0.0,0.0,0.0,0.023255813953488372,0.06201550387596899,0.007751937984496124,0.023255813953488372,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.02127659574468085,0.02127659574468085,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.051470588235294115,,,,,0.0,0.0,0.0,0.0,0.007352941176470588,0.0,0.0,0.0,0.022058823529411766,0.0661764705882353,0.014705882352941176,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.02997275204359673,,,,,0.0,0.0027247956403269754,0.0027247956403269754,0.005449591280653951,0.0,0.0,0.0,0.0,0.0,0.035422343324250684,0.005449591280653951,0.0,0.0,0.0027247956403269754
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.03680981595092025,,,,,0.0,0.03067484662576687,0.03067484662576687,0.0,0.006134969325153374,0.0,0.0,0.0,0.012269938650306749,0.07975460122699386,0.03680981595092025,0.006134969325153374,0.0,0.03067484662576687
0.0,,,0.0,,0.0,,,,,0.0,,,,0.037037037037037035,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.006993006993006993,,,,,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.013986013986013986,0.055944055944055944,0.027972027972027972,0.02097902097902098,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.00980392156862745,,,,,0.0,0.0,0.0,0.00980392156862745,0.00980392156862745,0.0,0.00980392156862745,0.00980392156862745,0.0392156862745098,0.00980392156862745,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0365296803652968,,,,,0.0,0.0045662100456621,0.0045662100456621,0.0182648401826484,0.0091324200913242,0.0,0.0,0.0,0.01141552511415525,0.05251141552511415,0.0136986301369863,0.00228310502283105,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.011363636363636364,,,,,0.0,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.03409090909090909,0.022727272727272728,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.024390243902439025,,,,,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.024390243902439025
0.0,,,1.0,,1.0,,,,,0.0,,,,0.03715170278637771,,,,,0.0,0.006191950464396285,0.006191950464396285,0.009287925696594427,0.009287925696594427,0.0,0.0,0.0,0.0030959752321981426,0.04643962848297214,0.0030959752321981426,0.006191950464396285,0.0,0.01238390092879257
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0673076923076923,,,,,0.0,0.009615384615384616,0.009615384615384616,0.0,0.009615384615384616,0.0,0.0,0.0,0.009615384615384616,0.10576923076923077,0.028846153846153848,0.009615384615384616,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.01639344262295082,,,,,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.03278688524590164,0.04918032786885246,0.01639344262295082,0.01639344262295082,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.04938271604938271,,,,,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.012345679012345678,0.04938271604938271,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.016216216216216217,,,,,0.0,0.0,0.0,0.005405405405405406,0.005405405405405406,0.0,0.0,0.0,0.021621621621621623,0.043243243243243246,0.016216216216216217,0.010810810810810811,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.025,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.025,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.020338983050847456,,,,,0.0,0.0,0.0,0.003389830508474576,0.010169491525423728,0.0,0.0,0.0,0.006779661016949152,0.03389830508474576,0.006779661016949152,0.006779661016949152,0.0,0.013559322033898305
0.0,,,0.0,,0.0,,,,,0.0,,,,0.045454545454545456,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.045454545454545456,0.045454545454545456,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.030864197530864196,,,,,0.0,0.012345679012345678,0.012345679012345678,0.006172839506172839,0.012345679012345678,0.0,0.0,0.0,0.021604938271604937,0.06481481481481481,0.024691358024691357,0.009259259259259259,0.0,0.009259259259259259
0.0,,,0.0,,0.0,,,,,0.0,,,,0.06666666666666667,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.06666666666666667,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.06666666666666667,,,,,0.0,0.0,0.0,0.02666666666666667,0.013333333333333334,0.0,0.0,0.0,0.0,0.08,0.0,0.013333333333333334,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.044444444444444446,,,,,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.044444444444444446,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.0,,,,,0.0,0.008620689655172414,0.008620689655172414,0.0,0.017241379310344827,0.0,0.0,0.0,0.02586206896551724,0.02586206896551724,0.02586206896551724,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.034482758620689655,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.022988505747126436,,,,,0.0,0.0,0.0,0.011494252873563218,0.022988505747126436,0.0,0.0,0.0,0.011494252873563218,0.04597701149425287,0.022988505747126436,0.0,0.0,0.011494252873563218
0.0,,,0.0,,0.0,,,,,0.0,,,,0.041666666666666664,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.03614457831325301,,,,,0.0,0.0,0.0,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.0,0.006024096385542169,0.03614457831325301,0.060240963855421686,0.006024096385542169,0.018072289156626505,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.02702702702702703,,,,,0.0,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.05405405405405406,0.05405405405405406,0.0,0.02702702702702703,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.05042016806722689,,,,,0.0,0.03361344537815126,0.03361344537815126,0.0,0.008403361344537815,0.0,0.0,0.0,0.0,0.09243697478991597,0.04201680672268908,0.0,0.0,0.008403361344537815
0.0,,,0.0,,0.0,,,,,0.0,,,,0.03225806451612903,,,,,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.046357615894039736,,,,,0.0,0.013245033112582781,0.013245033112582781,0.0,0.013245033112582781,0.0,0.0,0.0,0.0,0.046357615894039736,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.030303030303030304,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0
0.0,,,1.0,,1.0,,,,,0.0,,,,0.031746031746031744,,,,,0.0,0.007936507936507936,0.007936507936507936,0.023809523809523808,0.023809523809523808,0.0,0.0,0.007936507936507936,0.0,0.047619047619047616,0.015873015873015872,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.0625,,,,,0.0,0.0,0.0,0.046875,0.0,0.015625,0.0,0.0,0.015625,0.0625,0.0,0.0,0.0,0.0
0.0,,,0.0,,0.0,,,,,0.0,,,,0.02857142857142857,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04285714285714286,0.04285714285714286,0.014285714285714285,0.0,0.0,0.014285714285714285
