word_count,sentence_count,polysyll_count,ave_word_length,ave_phrase_count,ave_syllable_count_of_word,word_count_per_sentence,consonant_cluster,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvcc_density,ccvccc_density,count_oov_words,count_stopwords,readability_score,ttr,root_ttr,corr_ttr,log_ttr,noun_tr,verb_tr,lexical_density,foreign_tr,compound_tr,prefix_token_ratio,prefix_derived_ratio,suffix_token_ratio,suffix_derived_ratio,total_affix_token_ratio,total_affix_derived_ratio,actor_focus_ratio,object_focus_ratio,benefactive_focus_ratio,locative_focus_ratio,instrumental_focus_ratio,referential_focus_ratio,infinitive_verb_ratio,participle_verb_ratio,perfective_verb_ratio,imperfective_verb_ratio,contemplative_verb_ratio,recent_past_verb_ratio,aux_verb_ratio
46,2,4,4.608695652173913,1.5,1.9130434782608696,23.0,0.5217391304347826,1.9130434782608696,1.6521739130434785,1.326086956521739,0.7608695652173914,0.3260869565217391,0.2391304347826087,0.0434782608695652,0.0,4,21,7.154999999999999,0.5,3.391164991562634,2.39791576165636,0.8189574032199598,0.2826086956521739,0.0652173913043478,0.5,0.0652173913043478,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217391304347826,0.0434782608695652,0.0217391304347826,0.0217391304347826,0.0,0.0,0.0
39,1,2,4.871794871794871,3.0,2.0,39.0,0.4871794871794871,2.0,1.8974358974358971,1.3846153846153846,0.8717948717948718,0.3846153846153846,0.358974358974359,0.0256410256410256,0.0256410256410256,5,18,10.893000000000002,0.5384615384615384,3.36269122990683,2.377781771703651,0.8310280355019536,0.3333333333333333,0.0512820512820512,0.4615384615384615,0.0256410256410256,0.0512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0256410256410256,0.0,0.0,0.0256410256410256
57,2,3,5.228070175438597,1.5,2.0350877192982457,28.5,0.7543859649122807,2.0350877192982457,1.6140350877192982,1.6666666666666667,0.9298245614035088,0.6140350877192983,0.3859649122807017,0.0701754385964912,0.0,3,25,9.861,0.3333333333333333,2.516611478423583,1.7795130420052183,0.7282714920267325,0.3684210526315789,0.1052631578947368,0.5263157894736842,0.0350877192982456,0.0701754385964912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0350877192982456,0.0175438596491228,0.0,0.0,0.0
172,6,10,5.255813953488372,1.6666666666666667,2.203488372093023,28.666666666666668,0.5988372093023255,2.203488372093023,1.8604651162790695,1.5813953488372092,0.9186046511627908,0.4709302325581395,0.3488372093023256,0.0406976744186046,0.005813953488372,12,86,22.09766666666667,0.1976744186046511,2.59247569565428,1.833157144458453,0.6850634887517448,0.2325581395348837,0.1337209302325581,0.5058139534883721,0.0755813953488372,0.0813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0116279069767441,0.0174418604651162,0.0,0.0,0.0,0.0,0.0232558139534883,0.063953488372093,0.0290697674418604,0.0116279069767441,0.0232558139534883,0.0,0.0116279069767441
38,3,4,5.131578947368421,2.5,2.210526315789474,12.666666666666666,0.4473684210526316,2.210526315789474,1.868421052631579,1.5526315789473684,0.9210526315789472,0.3421052631578947,0.3157894736842105,0.1052631578947368,0.0526315789473684,3,13,3.413666666666667,0.3421052631578947,2.108878474699913,1.4912022701586514,0.7051240148919163,0.2105263157894736,0.0789473684210526,0.4473684210526316,0.2368421052631578,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0,0.0,0.0,0.0
78,4,1,4.935897435897436,1.5,1.9102564102564104,19.5,0.6666666666666666,1.9102564102564104,1.5897435897435896,1.448717948717949,0.935897435897436,0.5256410256410257,0.3205128205128205,0.0769230769230769,0.0128205128205128,7,32,9.567,0.2564102564102564,2.264554068289191,1.6012815380508714,0.687613607593389,0.3461538461538461,0.0256410256410256,0.4102564102564102,0.3076923076923077,0.0512820512820512,0.0,0.0,0.0128205128205128,1.0,0.0128205128205128,1.0,0.0,0.0128205128205128,0.0,0.0,0.0,0.0,0.0,0.0128205128205128,0.0128205128205128,0.0,0.0,0.0,0.0
133,9,4,5.015037593984962,2.0,2.075187969924812,14.77777777777778,0.5714285714285714,2.075187969924812,1.8195488721804511,1.466165413533835,0.924812030075188,0.4586466165413533,0.3308270676691729,0.0451127819548872,0.0,16,54,14.074777777777776,0.225563909774436,2.60132990857236,1.8394180184548976,0.6954917312619172,0.3533834586466165,0.1052631578947368,0.5413533834586466,0.0150375939849624,0.0676691729323308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150375939849624,0.0827067669172932,0.0676691729323308,0.0,0.0150375939849624,0.0,0.0
39,3,2,5.487179487179487,2.0,2.282051282051282,13.0,0.5641025641025641,2.282051282051282,2.025641025641025,1.7179487179487178,1.0,0.4358974358974359,0.358974358974359,0.0512820512820512,0.0256410256410256,1,20,3.613,0.3846153846153846,2.401922307076307,1.6984155512168937,0.7391851052822104,0.282051282051282,0.1538461538461538,0.4871794871794871,0.1282051282051282,0.0512820512820512,0.0,0.0,0.0256410256410256,1.0,0.0256410256410256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025641025641025,0.0256410256410256,0.0769230769230769,0.0,0.0,0.0512820512820512
103,7,10,4.970873786407767,1.3333333333333333,2.0,14.714285714285714,0.5533980582524272,2.0,1.6796116504854368,1.5631067961165048,0.9029126213592232,0.3883495145631068,0.2427184466019417,0.029126213592233,0.0,8,50,10.877,0.2718446601941747,2.758921978860021,1.9508524400165288,0.7189642627730068,0.174757281553398,0.116504854368932,0.4660194174757281,0.0485436893203883,0.1262135922330097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097087378640776,0.0,0.0,0.0,0.0,0.0194174757281553,0.0485436893203883,0.0,0.0388349514563106,0.0097087378640776,0.0,0.0
30,1,0,4.7,0.0,1.8666666666666667,30.0,0.6333333333333333,1.8666666666666667,1.6,1.4,0.8666666666666667,0.5,0.3666666666666666,0.0333333333333333,0.0,3,13,7.419,0.5333333333333333,2.9211869733608857,2.065591117977289,0.8151801883620248,0.3,0.1,0.4666666666666667,0.0666666666666666,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0333333333333333,0.0333333333333333,0.0,0.0,0.0,0.0
63,5,7,5.428571428571429,1.4,2.1746031746031744,12.6,0.6984126984126984,2.1746031746031744,1.873015873015873,1.746031746031746,1.031746031746032,0.5714285714285714,0.3968253968253968,0.0952380952380952,0.0158730158730158,13,24,6.045,0.3809523809523809,3.0237157840738176,2.138089935299395,0.7670650462085925,0.238095238095238,0.1269841269841269,0.4285714285714285,0.1269841269841269,0.0952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158730158730158,0.1111111111111111,0.0634920634920634,0.0317460317460317,0.0158730158730158,0.0,0.0
102,5,2,4.411764705882353,2.5,1.7254901960784317,20.4,0.5882352941176471,1.7254901960784317,1.343137254901961,1.2941176470588236,0.7352941176470589,0.3725490196078431,0.2156862745098039,0.0490196078431372,0.0,2,53,12.363,0.1568627450980392,1.584236068762679,1.1202240672224075,0.5994821665277896,0.1568627450980392,0.0490196078431372,0.2549019607843137,0.6568627450980392,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098039215686274,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0196078431372549,0.0098039215686274,0.0,0.0,0.0098039215686274
155,6,6,5.219354838709678,1.6666666666666667,2.096774193548387,25.83333333333333,0.6451612903225806,2.096774193548387,1.8451612903225807,1.5870967741935484,0.9612903225806452,0.5032258064516129,0.3806451612903225,0.0838709677419354,0.0,10,75,19.502333333333333,0.2,2.4899799195977463,1.760681686165901,0.6808839478879349,0.2580645161290322,0.0838709677419354,0.4838709677419355,0.0774193548387096,0.0580645161290322,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258,0.0129032258064516,0.0,0.0,0.0,0.0,0.0258064516129032,0.032258064516129,0.0064516129032258,0.0193548387096774,0.0064516129032258,0.0,0.0064516129032258
305,12,12,5.0426229508196725,2.25,1.99344262295082,25.416666666666668,0.6557377049180327,1.99344262295082,1.6852459016393442,1.5081967213114753,0.8885245901639345,0.5278688524590164,0.3770491803278688,0.0754098360655737,0.0065573770491803,47,121,35.285666666666664,0.121311475409836,2.118613836961313,1.4980862108309947,0.6312449484677877,0.340983606557377,0.0885245901639344,0.5081967213114754,0.081967213114754,0.101639344262295,0.0,0.0,0.0,0.0,0.0,0.0,0.0065573770491803,0.0065573770491803,0.0,0.0,0.0,0.0,0.0196721311475409,0.0426229508196721,0.0032786885245901,0.0163934426229508,0.0229508196721311,0.0,0.0
34,3,0,4.382352941176471,0.0,1.7941176470588236,11.333333333333334,0.4411764705882353,1.7941176470588236,1.5588235294117647,1.3529411764705883,0.8823529411764706,0.4117647058823529,0.2941176470588235,0.0588235294117647,0.0,3,16,2.6163333333333343,0.5,2.91547594742265,2.0615528128088303,0.8034383677671774,0.1176470588235294,0.088235294117647,0.2941176470588235,0.1470588235294117,0.088235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0294117647058823,0.0,0.0,0.0294117647058823,0.0,0.0294117647058823
83,3,2,4.421686746987952,1.3333333333333333,1.7951807228915662,27.666666666666668,0.5783132530120482,1.7951807228915662,1.4457831325301205,1.2409638554216869,0.7108433734939759,0.4698795180722891,0.2771084337349397,0.072289156626506,0.0,4,49,12.383666666666668,0.3614457831325301,3.2929277996907103,2.328451577118998,0.7697035678682517,0.2048192771084337,0.1204819277108433,0.4939759036144578,0.0843373493975903,0.0481927710843373,0.0,0.0,0.0120481927710843,1.0,0.0120481927710843,1.0,0.0,0.0120481927710843,0.0,0.0,0.0,0.0,0.0240963855421686,0.0602409638554216,0.0481927710843373,0.0120481927710843,0.0,0.0,0.0
183,18,5,4.967213114754099,1.5555555555555556,1.9836065573770487,10.166666666666666,0.5737704918032787,1.9836065573770487,1.6721311475409837,1.540983606557377,0.9672131147540984,0.453551912568306,0.2950819672131147,0.0928961748633879,0.0054644808743169,32,62,18.083666666666662,0.1530054644808743,2.069819558672804,1.4635834457700867,0.6396416868020107,0.4153005464480874,0.081967213114754,0.5737704918032787,0.081967213114754,0.0601092896174863,0.0,0.0,0.0054644808743169,1.0,0.0054644808743169,1.0,0.0109289617486338,0.0218579234972677,0.0,0.0,0.0,0.0,0.0,0.0382513661202185,0.0327868852459016,0.0,0.0054644808743169,0.0,0.0
35,2,1,4.457142857142857,0.0,1.7714285714285714,17.5,0.6285714285714286,1.7714285714285714,1.3714285714285714,1.3714285714285714,0.7714285714285715,0.4,0.2285714285714285,0.0285714285714285,0.0,4,15,4.449,0.4571428571428571,2.704493615131253,1.9123657749350296,0.7798360875751452,0.4,0.0857142857142857,0.5142857142857142,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0571428571428571,0.0,0.0,0.0,0.0,0.0,0.0285714285714285,0.0285714285714285,0.0,0.0,0.0,0.0
23,2,2,6.3478260869565215,3.0,2.0869565217391304,11.5,1.1304347826086956,2.0869565217391304,1.826086956521739,1.8695652173913044,1.3043478260869563,0.8695652173913043,0.5652173913043478,0.217391304347826,0.0869565217391304,5,8,1.497,0.6086956521739131,2.919201796799047,2.06418738616856,0.8416718857933595,0.1739130434782608,0.0869565217391304,0.3043478260869565,0.4782608695652174,0.1304347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,2,5.393939393939394,4.0,2.1515151515151514,33.0,0.7272727272727273,2.1515151515151514,1.8484848484848484,1.6666666666666667,1.0606060606060606,0.6363636363636364,0.4242424242424242,0.0909090909090909,0.0,3,13,8.577,0.303030303030303,1.7407765595569784,1.2309149097933272,0.6585385709929115,0.3939393939393939,0.0303030303030303,0.4242424242424242,0.4242424242424242,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0303030303030303,0.0,0.0,0.0,0.0
251,8,9,5.00796812749004,2.875,2.095617529880478,31.375,0.5537848605577689,2.095617529880478,1.7211155378486056,1.50199203187251,0.852589641434263,0.446215139442231,0.3147410358565737,0.0597609561752988,0.0079681274900398,23,85,31.23,0.1314741035856573,2.0829415302227505,1.4728620808355908,0.632800170408453,0.3665338645418327,0.0557768924302788,0.5258964143426295,0.1075697211155378,0.0717131474103585,0.0,0.0,0.0119521912350597,1.0,0.0119521912350597,1.0,0.0039840637450199,0.0079681274900398,0.0,0.0,0.0,0.0,0.0159362549800796,0.0199203187250996,0.0079681274900398,0.0119521912350597,0.0,0.0,0.0039840637450199
62,2,2,5.225806451612903,3.5,2.064516129032258,31.0,0.6612903225806451,2.064516129032258,1.8225806451612905,1.6612903225806452,1.032258064516129,0.5161290322580645,0.4193548387096774,0.032258064516129,0.0,9,24,11.091000000000005,0.2903225806451613,2.286002286003429,1.6164477182409742,0.7003338123346777,0.4516129032258064,0.0806451612903225,0.5645161290322581,0.0483870967741935,0.0483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032258064516129,0.0,0.0,0.0,0.0,0.0,0.0483870967741935,0.032258064516129,0.0161290322580645,0.0,0.0,0.0
201,12,5,4.731343283582089,2.333333333333333,1.8606965174129355,16.75,0.6169154228855721,1.8606965174129355,1.507462686567164,1.4328358208955223,0.8656716417910447,0.4228855721393035,0.2985074626865671,0.0547263681592039,0.0049751243781094,18,88,21.835,0.1492537313432835,2.1160368475757947,1.4962640041614492,0.641335439056801,0.2587064676616915,0.0646766169154228,0.3781094527363184,0.3880597014925373,0.0298507462686567,0.0,0.0,0.0,0.0,0.0,0.0,0.0049751243781094,0.0049751243781094,0.0,0.0,0.0,0.0,0.0199004975124378,0.0248756218905472,0.0248756218905472,0.0,0.0,0.0,0.0049751243781094
50,2,3,4.82,2.5,2.0,25.0,0.6,2.0,1.64,1.44,0.78,0.44,0.36,0.0,0.0,1,22,8.139000000000001,0.4,2.82842712474619,2.0,0.7657757302033369,0.22,0.1,0.5,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.04,0.0,0.02,0.0,0.0
35,2,3,5.771428571428571,0.0,2.257142857142857,17.5,0.8285714285714286,2.257142857142857,1.9714285714285715,1.7714285714285714,1.1714285714285717,0.7142857142857143,0.5142857142857142,0.1714285714285714,0.0571428571428571,7,12,4.449,0.4571428571428571,2.704493615131253,1.9123657749350296,0.7798360875751452,0.4285714285714285,0.0,0.5142857142857142,0.1714285714285714,0.0285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,3,4.846153846153846,4.0,2.076923076923077,39.0,0.6153846153846154,2.076923076923077,1.564102564102564,1.5128205128205128,0.6923076923076923,0.4615384615384615,0.282051282051282,0.0512820512820512,0.0,2,18,10.893000000000002,0.4615384615384615,2.8823067684915684,2.038098661460272,0.7889513094312703,0.2307692307692307,0.0769230769230769,0.3333333333333333,0.1025641025641025,0.1025641025641025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0256410256410256,0.0512820512820512,0.0,0.0,0.0
135,5,11,5.377777777777778,3.0,2.1703703703703705,27.0,0.8148148148148148,2.1703703703703705,1.6296296296296295,1.614814814814815,0.8148148148148148,0.6370370370370371,0.3185185185185185,0.1111111111111111,0.0,8,57,17.708999999999996,0.1777777777777777,2.065591117977289,1.460593486680443,0.6478849756424172,0.3703703703703703,0.0222222222222222,0.4296296296296296,0.4148148148148148,0.0074074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074074074074074,0.0,0.0,0.0,0.0,0.0074074074074074,0.0,0.0,0.0,0.0,0.0,0.0
34,1,2,5.0,2.0,2.0294117647058822,34.0,0.6176470588235294,2.0294117647058822,1.6764705882352942,1.5,0.8235294117647058,0.5,0.2941176470588235,0.088235294117647,0.0294117647058823,1,12,8.963000000000003,0.4411764705882353,2.5724787771376323,1.8190171877724968,0.767944792427875,0.3823529411764705,0.088235294117647,0.5294117647058824,0.0,0.1470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294117647058823,0.0588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0
114,4,11,5.657894736842105,2.25,2.3771929824561404,28.5,0.7543859649122807,2.3771929824561404,1.868421052631579,1.763157894736842,0.9473684210526316,0.5701754385964912,0.3596491228070175,0.131578947368421,0.0175438596491228,16,38,15.903,0.2017543859649122,2.154147366637896,1.5232122106248005,0.662027626184464,0.5175438596491229,0.0526315789473684,0.5877192982456141,0.0789473684210526,0.0350877192982456,0.0,0.0,0.0,0.0,0.0,0.0,0.0087719298245614,0.0,0.0,0.0,0.0,0.0,0.0,0.043859649122807,0.043859649122807,0.0,0.0,0.0,0.0
124,6,6,5.096774193548387,2.0,2.064516129032258,20.666666666666668,0.5806451612903226,2.064516129032258,1.7419354838709675,1.5483870967741935,0.9435483870967742,0.5080645161290323,0.3709677419354839,0.064516129032258,0.0,15,50,14.769666666666668,0.2096774193548387,2.334868926348074,1.6510016510024763,0.6759141543244122,0.3306451612903225,0.064516129032258,0.4919354838709677,0.064516129032258,0.0806451612903225,0.0,0.0,0.0080645161290322,1.0,0.0080645161290322,1.0,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0080645161290322,0.0483870967741935,0.0161290322580645,0.0241935483870967,0.0080645161290322,0.0,0.0
