split_number,repeat,fold,role,combined_row_number,train_partition_position,combined_row_id,y_true
0,0,0,outer_train,5529,75,Lupac:002323,1
0,0,0,outer_train,2537,76,Cruz:002537,1
0,0,0,outer_train,4394,77,Lupac:001188,0
0,0,0,outer_train,1339,78,Cruz:001339,0
0,0,0,outer_train,4008,79,Lupac:000802,0
0,0,0,outer_train,1674,80,Cruz:001674,1
0,0,0,outer_train,2996,81,Cruz:002996,1
0,0,0,outer_train,4765,82,Lupac:001559,0
0,0,0,outer_train,1549,83,Cruz:001549,0
0,0,0,outer_train,2633,84,Cruz:002633,1
0,0,0,outer_train,3789,85,Lupac:000583,0
0,0,0,outer_train,6202,86,Lupac:002996,1
0,0,0,outer_train,4184,87,Lupac:000978,0
0,0,0,outer_train,5936,88,Lupac:002730,1
0,0,0,outer_train,1411,89,Cruz:001411,0
0,0,0,outer_train,430,90,Cruz:000430,0
0,0,0,outer_train,265,91,Cruz:000265,0
0,0,0,outer_train,2918,92,Cruz:002918,1
0,0,0,outer_train,529,93,Cruz:000529,0
0,0,0,outer_train,5732,94,Lupac:002526,1
0,0,0,outer_train,5857,95,Lupac:002651,1
0,0,0,outer_train,628,96,Cruz:000628,0
0,0,0,outer_train,5940,97,Lupac:002734,1
0,0,0,outer_train,6388,98,Lupac:003182,1
0,0,0,outer_train,3560,99,Lupac:000354,0
0,0,0,outer_train,923,100,Cruz:000923,0
0,0,0,outer_train,2341,101,Cruz:002341,1
0,0,0,outer_train,3133,102,Cruz:003133,1
0,0,0,outer_train,1683,103,Cruz:001683,1
0,0,0,outer_train,2481,104,Cruz:002481,1
0,0,0,outer_train,1330,105,Cruz:001330,0
0,0,0,outer_train,138,106,Cruz:000138,0
0,0,0,outer_train,444,107,Cruz:000444,0
0,0,0,outer_train,3765,108,Lupac:000559,0
0,0,0,outer_train,1598,109,Cruz:001598,0
0,0,0,outer_train,2896,110,Cruz:002896,1
0,0,0,outer_train,5157,111,Lupac:001951,1
0,0,0,outer_train,6276,112,Lupac:003070,1
0,0,0,outer_train,718,113,Cruz:000718,0
0,0,0,outer_train,2541,114,Cruz:002541,1
0,0,0,outer_train,2197,115,Cruz:002197,1
0,0,0,outer_train,110,116,Cruz:000110,0
0,0,0,outer_train,2305,117,Cruz:002305,1
0,0,0,outer_train,281,118,Cruz:000281,0
0,0,0,outer_train,489,119,Cruz:000489,0
0,0,0,outer_train,4958,120,Lupac:001752,1
0,0,0,outer_train,3778,121,Lupac:000572,0
0,0,0,outer_train,5933,122,Lupac:002727,1
0,0,0,outer_train,3611,123,Lupac:000405,0
0,0,0,outer_train,579,124,Cruz:000579,0
0,0,0,outer_train,5070,125,Lupac:001864,1
0,0,0,outer_train,398,126,Cruz:000398,0
0,0,0,outer_train,5360,127,Lupac:002154,1
0,0,0,outer_train,4805,128,Lupac:001599,0
0,0,0,outer_train,196,129,Cruz:000196,0
0,0,0,outer_train,1820,130,Cruz:001820,1
0,0,0,outer_train,626,131,Cruz:000626,0
0,0,0,outer_train,2591,132,Cruz:002591,1
0,0,0,outer_train,1120,133,Cruz:001120,0
0,0,0,outer_train,984,134,Cruz:000984,0
0,0,0,outer_train,4320,135,Lupac:001114,0
0,0,0,outer_train,1982,136,Cruz:001982,1
0,0,0,outer_train,1746,137,Cruz:001746,1
0,0,0,outer_train,2273,138,Cruz:002273,1
0,0,0,outer_train,5266,139,Lupac:002060,1
0,0,0,outer_train,2006,140,Cruz:002006,1
0,0,0,outer_train,3790,141,Lupac:000584,0
0,0,0,outer_train,2209,142,Cruz:002209,1
0,0,0,outer_train,6409,143,Lupac:003203,1
0,0,0,outer_train,5067,144,Lupac:001861,1
0,0,0,outer_train,5657,145,Lupac:002451,1
0,0,0,outer_train,0,146,Cruz:000000,0
0,0,0,outer_train,2470,147,Cruz:002470,1
0,0,0,outer_train,4622,148,Lupac:001416,0
0,0,0,outer_train,5968,149,Lupac:002762,1
0,0,0,outer_train,2972,150,Cruz:002972,1
0,0,0,outer_train,803,151,Cruz:000803,0
0,0,0,outer_train,5679,152,Lupac:002473,1
0,0,0,outer_train,3748,153,Lupac:000542,0
0,0,0,outer_train,4473,154,Lupac:001267,0
0,0,0,outer_train,1097,155,Cruz:001097,0
0,0,0,outer_train,6386,156,Lupac:003180,1
0,0,0,outer_train,6250,157,Lupac:003044,1
0,0,0,outer_train,5987,158,Lupac:002781,1
0,0,0,outer_train,2480,159,Cruz:002480,1
0,0,0,outer_train,3475,160,Lupac:000269,0
0,0,0,outer_train,5627,161,Lupac:002421,1
0,0,0,outer_train,2140,162,Cruz:002140,1
0,0,0,outer_train,4167,163,Lupac:000961,0
0,0,0,outer_train,3432,164,Lupac:000226,0
0,0,0,outer_train,4032,165,Lupac:000826,0
0,0,0,outer_train,3090,166,Cruz:003090,1
0,0,0,outer_train,2310,167,Cruz:002310,1
0,0,0,outer_train,998,168,Cruz:000998,0
0,0,0,outer_train,13,169,Cruz:000013,0
0,0,0,outer_train,517,170,Cruz:000517,0
0,0,0,outer_train,2630,171,Cruz:002630,1
0,0,0,outer_train,6277,172,Lupac:003071,1
0,0,0,outer_train,5174,173,Lupac:001968,1
0,0,0,outer_train,3574,174,Lupac:000368,0
0,0,0,outer_train,1768,175,Cruz:001768,1
0,0,0,outer_train,5509,176,Lupac:002303,1
0,0,0,outer_train,4130,177,Lupac:000924,0
0,0,0,outer_train,1274,178,Cruz:001274,0
0,0,0,outer_train,1841,179,Cruz:001841,1
0,0,0,outer_train,30,180,Cruz:000030,0
0,0,0,outer_train,2967,181,Cruz:002967,1
0,0,0,outer_train,4839,182,Lupac:001633,1
0,0,0,outer_train,1730,183,Cruz:001730,1
0,0,0,outer_train,631,184,Cruz:000631,0
0,0,0,outer_train,2779,185,Cruz:002779,1
0,0,0,outer_train,229,186,Cruz:000229,0
0,0,0,outer_train,914,187,Cruz:000914,0
0,0,0,outer_train,5461,188,Lupac:002255,1
0,0,0,outer_train,2645,189,Cruz:002645,1
0,0,0,outer_train,4549,190,Lupac:001343,0
0,0,0,outer_train,223,191,Cruz:000223,0
0,0,0,outer_train,3745,192,Lupac:000539,0
0,0,0,outer_train,1846,193,Cruz:001846,1
0,0,0,outer_train,3706,194,Lupac:000500,0
0,0,0,outer_train,2363,195,Cruz:002363,1
0,0,0,outer_train,314,196,Cruz:000314,0
0,0,0,outer_train,20,197,Cruz:000020,0
0,0,0,outer_train,1928,198,Cruz:001928,1
0,0,0,outer_train,1857,199,Cruz:001857,1
0,0,0,outer_train,963,200,Cruz:000963,0
0,0,0,outer_train,5183,201,Lupac:001977,1
0,0,0,outer_train,2454,202,Cruz:002454,1
0,0,0,outer_train,3735,203,Lupac:000529,0
0,0,0,outer_train,3438,204,Lupac:000232,0
0,0,0,outer_train,5949,205,Lupac:002743,1
0,0,0,outer_train,3725,206,Lupac:000519,0
0,0,0,outer_train,4392,207,Lupac:001186,0
0,0,0,outer_train,358,208,Cruz:000358,0
0,0,0,outer_train,5206,209,Lupac:002000,1
0,0,0,outer_train,5804,210,Lupac:002598,1
0,0,0,outer_train,1906,211,Cruz:001906,1
0,0,0,outer_train,1521,212,Cruz:001521,0
0,0,0,outer_train,2986,213,Cruz:002986,1
0,0,0,outer_train,5583,214,Lupac:002377,1
0,0,0,outer_train,3766,215,Lupac:000560,0
0,0,0,outer_train,4227,216,Lupac:001021,0
0,0,0,outer_train,4870,217,Lupac:001664,1
0,0,0,outer_train,32,218,Cruz:000032,0
0,0,0,outer_train,5080,219,Lupac:001874,1
0,0,0,outer_train,1368,220,Cruz:001368,0
0,0,0,outer_train,5009,221,Lupac:001803,1
0,0,0,outer_train,222,222,Cruz:000222,0
0,0,0,outer_train,4838,223,Lupac:001632,1
0,0,0,outer_train,5001,224,Lupac:001795,1
0,0,0,outer_train,2763,225,Cruz:002763,1
0,0,0,outer_train,1371,226,Cruz:001371,0
0,0,0,outer_train,981,227,Cruz:000981,0
0,0,0,outer_train,1254,228,Cruz:001254,0
0,0,0,outer_train,307,229,Cruz:000307,0
0,0,0,outer_train,4533,230,Lupac:001327,0
0,0,0,outer_train,1143,231,Cruz:001143,0
0,0,0,outer_train,6139,232,Lupac:002933,1
0,0,0,outer_train,4985,233,Lupac:001779,1
0,0,0,outer_train,1733,234,Cruz:001733,1
0,0,0,outer_train,5720,235,Lupac:002514,1
0,0,0,outer_train,5523,236,Lupac:002317,1
0,0,0,outer_train,4483,237,Lupac:001277,0
0,0,0,outer_train,3931,238,Lupac:000725,0
0,0,0,outer_train,6030,239,Lupac:002824,1
0,0,0,outer_train,354,240,Cruz:000354,0
0,0,0,outer_train,1774,241,Cruz:001774,1
0,0,0,outer_train,6144,242,Lupac:002938,1
0,0,0,outer_train,609,243,Cruz:000609,0
0,0,0,outer_train,781,244,Cruz:000781,0
0,0,0,outer_train,4905,245,Lupac:001699,1
0,0,0,outer_train,4596,246,Lupac:001390,0
0,0,0,outer_train,3038,247,Cruz:003038,1
0,0,0,outer_train,5234,248,Lupac:002028,1
0,0,0,outer_train,2597,249,Cruz:002597,1
0,0,0,outer_train,6070,250,Lupac:002864,1
0,0,0,outer_train,4280,251,Lupac:001074,0
0,0,0,outer_train,1723,252,Cruz:001723,1
0,0,0,outer_train,448,253,Cruz:000448,0
0,0,0,outer_train,6124,254,Lupac:002918,1
0,0,0,outer_train,5494,255,Lupac:002288,1
0,0,0,outer_train,5600,256,Lupac:002394,1
0,0,0,outer_train,3437,257,Lupac:000231,0
0,0,0,outer_train,4511,258,Lupac:001305,0
0,0,0,outer_train,4180,259,Lupac:000974,0
0,0,0,outer_train,5798,260,Lupac:002592,1
0,0,0,outer_train,1853,261,Cruz:001853,1
0,0,0,outer_train,6137,262,Lupac:002931,1
0,0,0,outer_train,3724,263,Lupac:000518,0
0,0,0,outer_train,2943,264,Cruz:002943,1
0,0,0,outer_train,5892,265,Lupac:002686,1
0,0,0,outer_train,2449,266,Cruz:002449,1
0,0,0,outer_train,432,267,Cruz:000432,0
0,0,0,outer_train,1856,268,Cruz:001856,1
0,0,0,outer_train,280,269,Cruz:000280,0
0,0,0,outer_train,5881,270,Lupac:002675,1
0,0,0,outer_train,5411,271,Lupac:002205,1
0,0,0,outer_train,3488,272,Lupac:000282,0
0,0,0,outer_train,4422,273,Lupac:001216,0
0,0,0,outer_train,3582,274,Lupac:000376,0
0,0,0,outer_train,4603,275,Lupac:001397,0
0,0,0,outer_train,4434,276,Lupac:001228,0
0,0,0,outer_train,6129,277,Lupac:002923,1
0,0,0,outer_train,798,278,Cruz:000798,0
0,0,0,outer_train,3875,279,Lupac:000669,0
0,0,0,outer_train,1991,280,Cruz:001991,1
0,0,0,outer_train,6360,281,Lupac:003154,1
0,0,0,outer_train,115,282,Cruz:000115,0
0,0,0,outer_train,237,283,Cruz:000237,0
0,0,0,outer_train,685,284,Cruz:000685,0
0,0,0,outer_train,677,285,Cruz:000677,0
0,0,0,outer_train,87,286,Cruz:000087,0
0,0,0,outer_train,2131,287,Cruz:002131,1
0,0,0,outer_train,5277,288,Lupac:002071,1
0,0,0,outer_train,3106,289,Cruz:003106,1
0,0,0,outer_train,2607,290,Cruz:002607,1
0,0,0,outer_train,1187,291,Cruz:001187,0
0,0,0,outer_train,2578,292,Cruz:002578,1
0,0,0,outer_train,5845,293,Lupac:002639,1
0,0,0,outer_train,1711,294,Cruz:001711,1
0,0,0,outer_train,1481,295,Cruz:001481,0
0,0,0,outer_train,2154,296,Cruz:002154,1
0,0,0,outer_train,1272,297,Cruz:001272,0
0,0,0,outer_train,1250,298,Cruz:001250,0
0,0,0,outer_train,4794,299,Lupac:001588,0
0,0,0,outer_train,5473,300,Lupac:002267,1
0,0,0,outer_train,5325,301,Lupac:002119,1
0,0,0,outer_train,2056,302,Cruz:002056,1
0,0,0,outer_train,3074,303,Cruz:003074,1
0,0,0,outer_train,5344,304,Lupac:002138,1
0,0,0,outer_train,2254,305,Cruz:002254,1
0,0,0,outer_train,5199,306,Lupac:001993,1
0,0,0,outer_train,4968,307,Lupac:001762,1
0,0,0,outer_train,1042,308,Cruz:001042,0
0,0,0,outer_train,5184,309,Lupac:001978,1
0,0,0,outer_train,4785,310,Lupac:001579,0
0,0,0,outer_train,1049,311,Cruz:001049,0
0,0,0,outer_train,6397,312,Lupac:003191,1
0,0,0,outer_train,4017,313,Lupac:000811,0
0,0,0,outer_train,6051,314,Lupac:002845,1
0,0,0,outer_train,3178,315,Cruz:003178,1
0,0,0,outer_train,3780,316,Lupac:000574,0
0,0,0,outer_train,2244,317,Cruz:002244,1
0,0,0,outer_train,4850,318,Lupac:001644,1
0,0,0,outer_train,5550,319,Lupac:002344,1
0,0,0,outer_train,164,320,Cruz:000164,0
0,0,0,outer_train,1691,321,Cruz:001691,1
0,0,0,outer_train,2321,322,Cruz:002321,1
0,0,0,outer_train,3911,323,Lupac:000705,0
0,0,0,outer_train,3961,324,Lupac:000755,0
0,0,0,outer_train,171,325,Cruz:000171,0
0,0,0,outer_train,5309,326,Lupac:002103,1
0,0,0,outer_train,3538,327,Lupac:000332,0
0,0,0,outer_train,4710,328,Lupac:001504,0
0,0,0,outer_train,2415,329,Cruz:002415,1
0,0,0,outer_train,4460,330,Lupac:001254,0
0,0,0,outer_train,724,331,Cruz:000724,0
0,0,0,outer_train,5606,332,Lupac:002400,1
0,0,0,outer_train,2439,333,Cruz:002439,1
0,0,0,outer_train,968,334,Cruz:000968,0
0,0,0,outer_train,3185,335,Cruz:003185,1
0,0,0,outer_train,521,336,Cruz:000521,0
0,0,0,outer_train,1887,337,Cruz:001887,1
0,0,0,outer_train,4101,338,Lupac:000895,0
0,0,0,outer_train,3313,339,Lupac:000107,0
0,0,0,outer_train,3447,340,Lupac:000241,0
0,0,0,outer_train,3928,341,Lupac:000722,0
0,0,0,outer_train,965,342,Cruz:000965,0
0,0,0,outer_train,125,343,Cruz:000125,0
0,0,0,outer_train,1410,344,Cruz:001410,0
0,0,0,outer_train,145,345,Cruz:000145,0
0,0,0,outer_train,1320,346,Cruz:001320,0
0,0,0,outer_train,3571,347,Lupac:000365,0
0,0,0,outer_train,4199,348,Lupac:000993,0
0,0,0,outer_train,22,349,Cruz:000022,0
0,0,0,outer_train,952,350,Cruz:000952,0
0,0,0,outer_train,3032,351,Cruz:003032,1
0,0,0,outer_train,2156,352,Cruz:002156,1
0,0,0,outer_train,2385,353,Cruz:002385,1
0,0,0,outer_train,1063,354,Cruz:001063,0
0,0,0,outer_train,5470,355,Lupac:002264,1
0,0,0,outer_train,6336,356,Lupac:003130,1
0,0,0,outer_train,2327,357,Cruz:002327,1
0,0,0,outer_train,2295,358,Cruz:002295,1
0,0,0,outer_train,6304,359,Lupac:003098,1
0,0,0,outer_train,3275,360,Lupac:000069,0
0,0,0,outer_train,3546,361,Lupac:000340,0
0,0,0,outer_train,3181,362,Cruz:003181,1
0,0,0,outer_train,5350,363,Lupac:002144,1
0,0,0,outer_train,4573,364,Lupac:001367,0
0,0,0,outer_train,4814,365,Lupac:001608,1
0,0,0,outer_train,3508,366,Lupac:000302,0
0,0,0,outer_train,4832,367,Lupac:001626,1
0,0,0,outer_train,2451,368,Cruz:002451,1
0,0,0,outer_train,3256,369,Lupac:000050,0
0,0,0,outer_train,5528,370,Lupac:002322,1
0,0,0,outer_train,2255,371,Cruz:002255,1
0,0,0,outer_train,908,372,Cruz:000908,0
0,0,0,outer_train,2820,373,Cruz:002820,1
0,0,0,outer_train,3730,374,Lupac:000524,0
0,0,0,outer_train,1417,375,Cruz:001417,0
0,0,0,outer_train,5801,376,Lupac:002595,1
0,0,0,outer_train,4971,377,Lupac:001765,1
0,0,0,outer_train,1305,378,Cruz:001305,0
0,0,0,outer_train,4232,379,Lupac:001026,0
0,0,0,outer_train,5963,380,Lupac:002757,1
0,0,0,outer_train,3570,381,Lupac:000364,0
0,0,0,outer_train,1676,382,Cruz:001676,1
0,0,0,outer_train,3616,383,Lupac:000410,0
0,0,0,outer_train,5757,384,Lupac:002551,1
0,0,0,outer_train,578,385,Cruz:000578,0
0,0,0,outer_train,5959,386,Lupac:002753,1
0,0,0,outer_train,5510,387,Lupac:002304,1
0,0,0,outer_train,4015,388,Lupac:000809,0
0,0,0,outer_train,2569,389,Cruz:002569,1
0,0,0,outer_train,5065,390,Lupac:001859,1
0,0,0,outer_train,2533,391,Cruz:002533,1
0,0,0,outer_train,1258,392,Cruz:001258,0
0,0,0,outer_train,589,393,Cruz:000589,0
0,0,0,outer_train,478,394,Cruz:000478,0
0,0,0,outer_train,1090,395,Cruz:001090,0
0,0,0,outer_train,6118,396,Lupac:002912,1
0,0,0,outer_train,3847,397,Lupac:000641,0
0,0,0,outer_train,5902,398,Lupac:002696,1
0,0,0,outer_train,2651,399,Cruz:002651,1
0,0,0,outer_train,4647,400,Lupac:001441,0
0,0,0,outer_train,3423,401,Lupac:000217,0
0,0,0,outer_train,182,402,Cruz:000182,0
0,0,0,outer_train,733,403,Cruz:000733,0
0,0,0,outer_train,814,404,Cruz:000814,0
0,0,0,outer_train,902,405,Cruz:000902,0
0,0,0,outer_train,3851,406,Lupac:000645,0
0,0,0,outer_train,2325,407,Cruz:002325,1
0,0,0,outer_train,5493,408,Lupac:002287,1
0,0,0,outer_train,5190,409,Lupac:001984,1
0,0,0,outer_train,3645,410,Lupac:000439,0
0,0,0,outer_train,4295,411,Lupac:001089,0
0,0,0,outer_train,2702,412,Cruz:002702,1
0,0,0,outer_train,4501,413,Lupac:001295,0
0,0,0,outer_train,3905,414,Lupac:000699,0
0,0,0,outer_train,1848,415,Cruz:001848,1
0,0,0,outer_train,3,416,Cruz:000003,0
0,0,0,outer_train,5585,417,Lupac:002379,1
0,0,0,outer_train,5196,418,Lupac:001990,1
0,0,0,outer_train,2975,419,Cruz:002975,1
0,0,0,outer_train,6329,420,Lupac:003123,1
0,0,0,outer_train,6289,421,Lupac:003083,1
0,0,0,outer_train,5322,422,Lupac:002116,1
0,0,0,outer_train,6000,423,Lupac:002794,1
0,0,0,outer_train,5694,424,Lupac:002488,1
0,0,0,outer_train,2238,425,Cruz:002238,1
0,0,0,outer_train,3682,426,Lupac:000476,0
0,0,0,outer_train,5230,427,Lupac:002024,1
0,0,0,outer_train,1581,428,Cruz:001581,0
0,0,0,outer_train,6216,429,Lupac:003010,1
0,0,0,outer_train,520,430,Cruz:000520,0
0,0,0,outer_train,1424,431,Cruz:001424,0
0,0,0,outer_train,254,432,Cruz:000254,0
0,0,0,outer_train,4566,433,Lupac:001360,0
0,0,0,outer_train,18,434,Cruz:000018,0
0,0,0,outer_train,2999,435,Cruz:002999,1
0,0,0,outer_train,4084,436,Lupac:000878,0
0,0,0,outer_train,3314,437,Lupac:000108,0
0,0,0,outer_train,3240,438,Lupac:000034,0
0,0,0,outer_train,1623,439,Cruz:001623,1
0,0,0,outer_train,940,440,Cruz:000940,0
0,0,0,outer_train,812,441,Cruz:000812,0
0,0,0,outer_train,1199,442,Cruz:001199,0
0,0,0,outer_train,416,443,Cruz:000416,0
0,0,0,outer_train,2567,444,Cruz:002567,1
0,0,0,outer_train,1697,445,Cruz:001697,1
0,0,0,outer_train,6317,446,Lupac:003111,1
0,0,0,outer_train,2168,447,Cruz:002168,1
0,0,0,outer_train,1988,448,Cruz:001988,1
0,0,0,outer_train,5304,449,Lupac:002098,1
0,0,0,outer_train,3764,450,Lupac:000558,0
0,0,0,outer_train,364,451,Cruz:000364,0
0,0,0,outer_train,831,452,Cruz:000831,0
0,0,0,outer_train,5977,453,Lupac:002771,1
0,0,0,outer_train,2248,454,Cruz:002248,1
0,0,0,outer_train,33,455,Cruz:000033,0
0,0,0,outer_train,4090,456,Lupac:000884,0
0,0,0,outer_train,4505,457,Lupac:001299,0
0,0,0,outer_train,4395,458,Lupac:001189,0
0,0,0,outer_train,2618,459,Cruz:002618,1
0,0,0,outer_train,926,460,Cruz:000926,0
0,0,0,outer_train,3549,461,Lupac:000343,0
0,0,0,outer_train,3291,462,Lupac:000085,0
0,0,0,outer_train,2304,463,Cruz:002304,1
0,0,0,outer_train,3952,464,Lupac:000746,0
0,0,0,outer_train,5524,465,Lupac:002318,1
0,0,0,outer_train,1352,466,Cruz:001352,0
0,0,0,outer_train,2022,467,Cruz:002022,1
0,0,0,outer_train,2352,468,Cruz:002352,1
0,0,0,outer_train,4144,469,Lupac:000938,0
0,0,0,outer_train,2090,470,Cruz:002090,1
0,0,0,outer_train,2243,471,Cruz:002243,1
0,0,0,outer_train,2170,472,Cruz:002170,1
0,0,0,outer_train,4474,473,Lupac:001268,0
0,0,0,outer_train,5695,474,Lupac:002489,1
0,0,0,outer_train,5726,475,Lupac:002520,1
0,0,0,outer_train,3216,476,Lupac:000010,0
0,0,0,outer_train,4714,477,Lupac:001508,0
0,0,0,outer_train,5697,478,Lupac:002491,1
0,0,0,outer_train,6367,479,Lupac:003161,1
0,0,0,outer_train,2518,480,Cruz:002518,1
0,0,0,outer_train,3967,481,Lupac:000761,0
0,0,0,outer_train,2076,482,Cruz:002076,1
0,0,0,outer_train,4074,483,Lupac:000868,0
0,0,0,outer_train,1707,484,Cruz:001707,1
0,0,0,outer_train,2101,485,Cruz:002101,1
0,0,0,outer_train,5604,486,Lupac:002398,1
0,0,0,outer_train,93,487,Cruz:000093,0
0,0,0,outer_train,6320,488,Lupac:003114,1
0,0,0,outer_train,5588,489,Lupac:002382,1
0,0,0,outer_train,6410,490,Lupac:003204,1
0,0,0,outer_train,2813,491,Cruz:002813,1
0,0,0,outer_train,4709,492,Lupac:001503,0
0,0,0,outer_train,2976,493,Cruz:002976,1
0,0,0,outer_train,4703,494,Lupac:001497,0
0,0,0,outer_train,1842,495,Cruz:001842,1
0,0,0,outer_train,3686,496,Lupac:000480,0
0,0,0,outer_train,2947,497,Cruz:002947,1
0,0,0,outer_train,5569,498,Lupac:002363,1
0,0,0,outer_train,1536,499,Cruz:001536,0
0,0,0,outer_train,2354,500,Cruz:002354,1
0,0,0,outer_train,1640,501,Cruz:001640,1
0,0,0,outer_train,868,502,Cruz:000868,0
0,0,0,outer_train,2379,503,Cruz:002379,1
0,0,0,outer_train,2047,504,Cruz:002047,1
0,0,0,outer_train,4810,505,Lupac:001604,1
0,0,0,outer_train,3643,506,Lupac:000437,0
0,0,0,outer_train,3689,507,Lupac:000483,0
0,0,0,outer_train,4500,508,Lupac:001294,0
0,0,0,outer_train,5780,509,Lupac:002574,1
0,0,0,outer_train,3089,510,Cruz:003089,1
0,0,0,outer_train,1356,511,Cruz:001356,0
0,0,0,outer_train,5434,512,Lupac:002228,1
0,0,0,outer_train,5135,513,Lupac:001929,1
0,0,0,outer_train,5110,514,Lupac:001904,1
0,0,0,outer_train,1852,515,Cruz:001852,1
0,0,0,outer_train,4704,516,Lupac:001498,0
0,0,0,outer_train,1446,517,Cruz:001446,0
0,0,0,outer_train,653,518,Cruz:000653,0
0,0,0,outer_train,2715,519,Cruz:002715,1
0,0,0,outer_train,1514,520,Cruz:001514,0
0,0,0,outer_train,1108,521,Cruz:001108,0
0,0,0,outer_train,4485,522,Lupac:001279,0
0,0,0,outer_train,4231,523,Lupac:001025,0
0,0,0,outer_train,99,524,Cruz:000099,0
0,0,0,outer_train,232,525,Cruz:000232,0
0,0,0,outer_train,491,526,Cruz:000491,0
0,0,0,outer_train,4112,527,Lupac:000906,0
0,0,0,outer_train,1177,528,Cruz:001177,0
0,0,0,outer_train,3816,529,Lupac:000610,0
0,0,0,outer_train,855,530,Cruz:000855,0
0,0,0,outer_train,5380,531,Lupac:002174,1
0,0,0,outer_train,1949,532,Cruz:001949,1
0,0,0,outer_train,1941,533,Cruz:001941,1
0,0,0,outer_train,4853,534,Lupac:001647,1
0,0,0,outer_train,2525,535,Cruz:002525,1
0,0,0,outer_train,1910,536,Cruz:001910,1
0,0,0,outer_train,4584,537,Lupac:001378,0
0,0,0,outer_train,5214,538,Lupac:002008,1
