label,article
0,"Hindi naitago ni boxing trainer Nonito Donaire Sr. ang pagkadismaya sa kanyang anak, ang five-division world boxing champion Nonito Donaire Jr. Aniya, hindi na raw siya interesadong magkaroon pa ng relasyon sa kanyang anak. Dagdag niya, wala raw ngayon si Donaire Jr. sa kanyang kinalalagyan kung hindi dahil sa kanya.  “For 24 years I feed him but when he became a world champion he left me and not even telling me that he hired another trainer,” dagdag nito. Ayon pa kay Donaire Sr., hindi siya kailanman nakatanggap ng mga imbitasyon sa mula sa kanyang anak kahit na sa victory parties nito. Matatandaan na sinabi noon ni boxing champion Donaire Jr. na mahal niya ang kanyang ama ngunit hindi na magbabago ang pakikitungo niya rito. Ayon naman kay Rachel Donaire, ang asawa ng boxing champion, dahil umano sa pera ang alitan sa pagitan ng mag-ama."
0,"Unti-unti ay mas nakikilala ng publiko ang misis ng politiko, modelo at aktor na si Alfredo Paolo Dumlao Vargas III o Alfred Vargas na si Yasmine Vargas. Ang kanyang taglay na angking kagandahan ay iniuugnay sa mga bigating aktres na sina Marian Rivera at Carla Abellana dahil na rin sa dami ng nagsasabi na malaki ang pagkakahawig niya sa mga ito. Ang Filipina-Italian na si Yasmine Espiritu Vargas na ipinanganak sa Italy ay ikinasal kay Alfred Vargas noong 2017, matapos ang kanilang civil wedding ceremony noong 2010. Aminado rin ang misis ng aktor/konsehal ng Quezon City na fan na fan siya nito mula noon. Katunayan ay mayroon pa itong poster noon sa kanyang kwarto na siyang ikinagulat ni Alfred noong siya'y umaakyat pa lang ng ligaw at pumunta sa kanilang bahay. Love at first sight naman ang nangyari sa kapuso hunk nang una silang magkita ni Yasmine noong 2008 matapos ang kanyang show sa Sta. Cruz, Laguna. Agad na kinuha ng matipunong binata ang numero ng magandang binibini at pagkatapos ng fiesta show na iyon ay naging tuloy-tuloy na ang kanilang komunikasyon. Sa unang pagkikita pa lang daw nila ay nasabi na ni Alfred na si Yasmine na ang babaeng gusto niyang makasama habang buhay."
0,"Tanda mo pa ba ang “pambansang inuman ng kape” para sa mga Pinoy noon? Sa umaga man o sa malalamig na gabi, sa meryenda o sa simpleng kuwentuhan o sa gitna ng pag-iisip at pag-iisa, palaging may lugar ang mainit na kape sa mesa.  Pero dati, bukod sa partisipasyon ng inuming ito, may isa pang bidang-bida sa mesa ng mga taong umiinom nito: ang tinaguriang “pambansang inuman ng kape”. Sa Facebook page na Batang Pinoy – Ngayon at Noon., ibinahagi ng isa sa mga admin ang litrato ng sisidlan na madalas gawing inuman noon ng kape. Tanong ng isa sa mga admin sa caption ng larawang ini-upload niya, “Nagkaroon din po ba kayo ng ganitong baso?” Marami pa ang nakakaalala na ang babasaging baso na ito ay lalagyan talaga ng powdered instant coffee! Kasabay ng pagpo-post ng litrato ay ang pagbabalik naman sa nakaraan ng mga social media user na minsan ding gumamit nito o nakakita ng mga kasama sa bahay na gumagamit nito. “Gamit namin noon kina Lola. Ganiyan ang gamit na baso noon kasi ‘pag bumili ka ng kape na pantimpla, Nescafe man o Blend 45, ‘yan ang lalagyan. Nagagawang baso kapag naubos na ‘yong pantimpla na laman,” kuwento ng social media user ni R. Pedral. “Kasabayan po n’yan ‘yong baso ng Lily’s Peanut Butter. ‘Yong ganoon din po binibili ng Inay para kapag naubos ang laman, puwede gawing baso naman!” pagbabalik-tanaw ni J. F. Gavino. “Yes, basta bumili ng kape na Nescafe, tiyak mayroon na kaming dagdag na baso. Pero napakadalang namin bumili ng kape na nasa baso kasi malimit ang naming kape ay barako or sinangag na binilad ng bigas,” saad naman ng Facebook user na si S. A. Lasheras.



"
0,"Balikan natin ang panahong hindi pa mobile phone o tablet ang laruan ng mga batang Pinoy. Natatandaan mo pa ba ang mga walkie-talkie na idinisenyo sa imahe ng mga karakter mula sa sikat na fast food restaurant na Jollibee? Nagkaroon ka rin ba ng laruan ang kung tawagin ay Jolly Wacky Talky?  Sa Facebook group na Classic Pare® Titos and Titas of Manila, nagbalik sa kahapon ang marami matapos mag-post ang isa sa mga miyembro na si Irvin Salazar ng mga litrato ng walkie-talkie na Mr. Yum at Jollibee. Aniya, bago nagkaroon ng cellphone ay ito muna ang ginamit nila ng kanyang kapatid. “Ito talaga ‘yong pinakaunang phone namin ng kuya ko, e,” wika niya sa caption ng mga litrato“ Hahaha mayroon kami ng kapatid ko, ‘pag nagkakagalit kami, diyan kami nag-uusap noong maliliit pa kami,” pagbabahagi ng member na si S. Datay. “Pangarap ko makabili niyan noong bata pa ako,” sabi ni P. Valencia.
“Shout out sa mga classmate kong may ganito na ayaw magpahiram,” biro naman ni K. Javier. Samantala, may mga nagsabi rin na naitabi pa nila ang mga classic na laruang ito na binili sa Jollibee. “Mayroon pa rito niyan sa house namin hanggang ngayon. Pangatlong pair ng phone toys, walkie-talkie ng eldest daughter ko at eldest son ko. Kasi ‘yong una at pangalawang fone nila dito sa house e ‘yong may wire,” pagbabahagi ni S. G. Roxas. “I still have the one I bought before for my kids. Now, they are 28 and 27 years old,” sabi naman ni T. Valenzuela. 
"
0,"""Alam n’yo, ako ang ikalawang presidente ng republikang ito na nagdeklara ng martial law. Kahit na ayaw ko, dalawa lang kami na opisyal (on record?) na nagdeklara ng martial law at hindi maganda iyan para sa akin dahil ang gusto ko talaga ay kapayapaan para sa aking bansa."" Si Duterte nga ba ang ikalawa pa lang na pangulo na “opisyal” na nagdeklara ng martial law?"
0,"Sinabi ng ni Villar, ang agriculture and food committee chair, sa isang news release na hindi niya kailanman ipinlano na magpanukala ng batas na magbabawal sa pangunahing pagkain ng mga Pinoy. STATEMENT “Hindi ako nagpaplano na gumawa ng batas na magba-ban sa unli rice, hindi talaga. Sinabi ko lang ang aking pag-aalala na ang pagkain ng sobrang kanin ay isa sa mga pangunahing sanhi ng mataas na blood sugar na humahantong sa diabetes. Pero, syempre, hind ko mapipigilan ang tao na kumain ng kanin na walang limitasyon. Nasa sa kanila iyon. Ito ay pagpapahayag lang ng aking tunay na pagmamalasakit.” Sa interview ng TV5 anchor na si Raffy Tulfo, nilinaw ni Villar: “Eh, pero hindi naman po tayo mag-le-legislate na ipinagbabawal ang rice (But we won’t push for a law banning rice), I’m just telling them that we should adopt a healthier diet.” (Ang sinasabi ko lang sa kanila, umayon sa pang mas malusog na diyeta.”)


"
0,"Inulit ni Pangulong Rodrigo Duterte, sa ikalawa niyang state of the nation address (SONA), ang maling pahayag na nauna niyang ginawa tungkol sa paglago ng ekonomiya ng Davao City. PAHAYAG Sabi ni Duterte: Dalawampu’t tatlong taon akong mayor ng Davao. Makita mo ang Davao ngayon. Kayo naging mga LGU dati. Anong lungsod ang umaabot ng may siyam na porsiyentong pag-unlad (ng ekonomiya)? Eh nandoon pa kami sa Mindanao, binobomba pa kami sa Davao. Ang Davao siyam (na porsiyento ang) pag-unlad.
"
0,"PAHAYAG Sinabi ni Duterte: “Kaya sabi ko kay Ubial, hindi niya kasalanan… dahil ito sa pagkuha, pero ganun kahaba (ang proseso). Si Secretary Ubial andito? Andito ka ba, Kalihim? Palitan (mo) ang pamamaraan dahil papalitan kita… Ngunit bilang pangmatagalang solusyon, hinihimok ko ang Kongreso na lubusang na repasuhin ang mga umiiral na batas sa pagkuha, at gumawa ng batas na matitiyak ang mabilis na paghahatid ng mga kalakal at serbisyo sa mga tao – lalo na ang mga gamot at mga kagamitan sa ospital. Kasi itong militar, sabi ko ‘Huwag isipin/pansinin ang COA.’ Sasagutin ko iyan.”
"
0,"Sa kanyang ikalawang State of the Nation Address (SONA) noong Hulyo 24, sinabi ni Pangulong Rodrigo Duterte na ang pagbabago ng administrasyon sa United States (Estados Unidos) ay nagdala rin ng pagbabago sa pagkaintindi sa kanyang giyera laban sa droga. Ginaya niya ang kaibahan kung paano siya kinausap nina dating Pangulong Barack Obama at Pangulong Donald Trump tungkol sa isyung ito. Kasabay nito, kinuwestiyon niya kung paano patuloy na naniniwala ang mga Pilipino at pinahahalagahan ang US, samantalang ito ay “alanganin” at inihalintulad ito sa isang bentilador, “urong-sulong.” PAHAYAG Sinabi ni Duterte: “Bakit kayo bilib diyan sa puti? … Una iyong Tagapagsalita ng State Department, akala mo kung sino. Akala nila mas matalino pa sila sa akin… pagkatapos ang tauhan ng Pangulo, tapos Obama… [nagsasalita na tong slang] ‘Gusto kong ipaalala … Ginoong Duterte na … ang polisiya ng’… Pagdating ni Trump, [Nagsasalita na tonong slang] ‘Oh oo Ginoong Pangulo, hinihintay namin ang iyong tawag. Ginagawa mo itong lahat ng tama, at ginagawa namin ang …… ‘ Kaya, iyan ang halaga ng bansa na iyong pinahahalagahan. Alanganin … parang bentilador, okay dito … o hindi na okay (… tulad ng isang bentilador na okay isang sandali at pagkatapos ay hindi na). Ito ay pabagu-bago. Tapos kayong mga NGO diyan bilib kayo. (At kayong mga NGO humahanga sa kanila nang labis). Hindi ko talaga maintindihan (ang) Pilipino. (Hindi ko talaga maintindihan ang Filipino). Kailangan pa ang isang Amerikano na magsabi na ako ay anak ng isang puta, at nangangailangan pa ng isang Amerikano na magsabi ng ‘O ikaw ay mahusay. Isa kang bayani sa iyong bansa.’ Eh saan ako pupunta nito ngayon? “(Saan ako pupunta ngayon)?”
"
0,"Sa pagsasalita sa harap ng mga tao sa Tagum City, sinabi ni Pangulong Rodrigo Duterte na ang Commission on Human Rights ay nagdedepensa sa mga kriminal at mga criminal lang ang kliyente nito. Noong Hulyo 1, sa ika-50 anibersaryo ng pagkakatatag ng lalawigan ng Davao del Norte, sinabi ng Pangulo: “Kadalasan, itong (Commission on) Human Rights ipinagtatanggol ang mga criminal. Wala na silang kliyente na hindi criminal.”
"
0,"Sa isang pakikipanayam sa media pagkatapos ng kanyang State of the Nation Address (SONA), sinabi ni Pangulong Rodrigo Duterte na nais niyang buwagin ang Commission on Human Rights (CHR). Nauna rito, inakusahan ng Presidente ang komisyon ng pagtatanggol sa mga kriminal, at pagbubulag-bulagan sa mga krimen na ginagawa ng mga adik sa droga, na salungat sa mandato ng CHR. Maging ang Justice Secretary ni Duterte, si Vitaliano Aguirre, ay maling tinuligsa ang CHR sa hind pagsasampa ng mga kaso laban sa mga nagkakasalang miyembro ng kapulisan."
0,"Umaasa si Communications Assistant Secretary Margaux “Mocha” Uson na mapahaba ni Pangulong Rodrigo Duterte ang kanyang termino “sa anumang posibleng paraan.”  ANG PAHAYAG Sa kanyang kolum sa Philippine Star noong Hulyo 4, binanggit ni Uson ang mga nagawa ng kasalukuyang administrasyon sa unang taon nito at sinabi: “Kung marami siyang nagawa sa loob lamang ng isang taon, isipin (natin) kung ano ang maaaring magawa niya para sa mga Pilipino sa kanyang natitirang limang taon? Lalo na kung ang iba pang mga pulitiko ay hihinto sa pag-iintindi sa kanilang sariling interes at simulan ang paggawa ng kanilang tungkulin sa mga tao. “Naniniwala ako na hindi sapat ang anim na taon. Umaasa ako na ipagpapatuloy niya ang kanyang termino sa anumang paraan upang tiyakin na ang ating bansa ay maiaangat mula sa kakila-kilabot na hukay na pinagdalhan sa atin ng mga nakaraang Pangulo.”"
