label,article
1,"MANILA, Philippines — Kasabay ng pagdiriwang ng kanilang ika-60 ani­bersaryo ay pararangalan ng MILO si World No. 2 pole vaulter EJ Obiena sa San Miguel Corporation-Philippine Sportswriters Association (PSA) Awards Night. Igagawad sa 28-anyos na si Obiena ang ‘Gold, Grit, and Glory Award’ sa Enero 29 sa grand ballroom ng Diamond Hotel. Ang nasabing award ay ikatlong ibibigay sa pro­dukto ng  University of Santo Tomas bukod sa Ath­lete of the Year at pa­mu­munuan ang iba pang at­letang tatanggap ng  citations mula sa sports writing fra­ternity na pinangunguna­han ni Nelson Beltran, ang sports editor ng The Philippine Star. Ang traditional awards night ng 75-year-old media organization ay inihahandog ng ArenaPlus, ang 24/7 sports app sa bansa, ka­sama ang Philippine Sports Commission, Philippine Olympic Committee, MILO, Cignal at PLDT/Smart bi­lang major sponsors ka­tuwang ang Philippine Bas­ketball Association, Pre­mier Volleyball League, ang 1-Pacman Partylist ni Rep. Mikee Romero at ng Rain or Shine."
1,"Sa halip na cash, bigas ang balak ipamudmod sa mga beneficiaries ng Pantawid Pamilyang Pilipino Program (4Ps). Ang ideyang ito ay nagmula mismo sa Department of Agriculture (DA). Iminungkahi ng DA na mas praktikal kung bigas na ang ipamumudmod para hindi na mabigatan pa ang mga benepisyaryo na bumili ng bigas na may kamahalan ang presyo. Isang paraan din daw ito para mapabagal ang inflation at posibleng bumaba rin ang presyo ng bigas. Ayon kay Agriculture Undersecretary Roger Navarro, iminungkahi na nila ang ideyang ito kay President Ferdinand Marcos Jr. at pinag-aaralan na umano. Posible raw na aprubahan ng Presidente ang kanilang mungkahi. Ayon pa kay Navarro, 20 percent ang mga benepisyaryo ng 4Ps na tumatanggap ng cash mula sa Department of Social Welfare and Development (DSWD). Pagkatanggap ng cash, ibibili rin umano ito ng bigas. Kaya minungkahi umano nila sa DA na bigas na ang ipamudmod kaysa pera na kinukuha sa ATM. Maganda ang mungkahing ito ng DA. Kung bigas ang ipamamahagi, hindi na mahihirapang bumili ng bigas ang mga mahihirap. Isasaing na lang nila at siguradong kakain sila sa oras. Kahit na ang ulam lamang ay sardinas o tuyong isda, makakaraos ang pamilya. Kung bigas ang ibibigay, ilang araw din silang kakain nang maayos at hindi mangangamba kaysa pera na sa kinabukasan ay wala na silang ipambibili dahil tinodo na sa pagkain. Kung bigas, walang kakaba-kaba at hindi katulad ng pera na maaaring gastusin sa alak at sugal. Mayroon pang isinasangla ang ATM. Pinagkakakitaan ng loan sharks. Inaabuso ng ilang benipisyaryo ang 4Ps kaya mas maganda na nga siguro kung bigas ang ipamahagi. Ayon sa DSWD, mahigit 100,000 pamilya ang inalis na sa listahan ngayong taon na ito dahil sa anomalya at may mga utang ang mga benepisyaryo. Noong Hunyo 2023, mahigit 700,000 beneficiaries ng 4Ps ang nag-“graduate” na sa pagtanggap ng buwa­nang ayuda. Ayon kay DSWD Sec. Rex Gatchalian nasa 4.4 milyon ang pamilyang benepisyaryo ng 4Ps. Ang 4Ps ay may taunang budget na P200 bilyon. Sini­mulan ang 4Ps noong 2007 sa panahon ni President Gloria Macapagal-Arroyo na ang layunin ay mapabuti ang kalusugan, nutrisyon at makakamit ng edukasyon ang mahihirap na pamilya. Sana ay matupad na bigas na ang ipamudmod sa 4Ps beneciaries para hindi na sila mahirapan sa pagbili ng bigas. Siguruhin naman ng DA na maganda ang kalidad ng bigas na ipamamahagi at hindi ‘yung parang pakain sa baboy."
1,"MANILA, Philippines — Nakakuha ng suporta ang Department of Justice (DOJ) mula sa mga progresibong mangingisda matapos irekomenda ng nauna ang paghahain ng criminal charges laban sa may ari at ilang opisyales ng Motor Tanker (M/T) Princess Empress. Pebrero 2023 nang lumubog ang naturang barko malapit sa Naujan, Oriental Mindoro habang dala ang 800,000 litrong industrial fuel, dahilan para tumagas ang sandamukal na langis. Nakaapekto ito sa mga mangingisda dahil sa ipinatupad na mga fishing ban. ""Nararapat lamang na kasuhan ang may-ari ng lumubog na tanker na nagdulot ng mapaminsalang oil spill sa karagatan ng Mindoro Oriental noong nakaraang taon,"" ayon kay Fernando Hicap, PAMALAKAYA national chairperson, ngayong Huwebes. ""Ito ay bahagi ng pananagutan ng kumpanya sa pangmatagalang pinsalang idinulot nito sa kabuhayan ng mahigit 18,000 mangingisda mula sa ilang bayan ng Mindoro Oriental at mga apektadong karatig-lalawigan."" Una nang sinabi ng National Disaster Risk Reduction and Management Council (NDRRMC) na umabot sa 200,244 residente ang naapektuhan ng langis, dahilan para makapagtala ng 211 injuries. Bukod pa 'yan P4.92 milyong halagang pinsala at production loss sa mahigit 27,850 magsasaka at mangingisda. Bukod sa pananagot sa kasong kriminal, iginigiit din sa ngayon ng PAMALAKAYA ang kompensasyon sa mga pamilyang mangingisdang ilang buwang bumagsak ang kabuhayan dulot ng oil spill. ""Batay sa pananaliksik ng Center for Environmental Concerns (CEC), aabot sa P7, 500 kada buwan ang nawalang kita ng kada pamilyang mangingisda sa bayan lamang ng Pola,"" dagdag ni Hicap. ""Dapat ay tumbasan ng may-ari ng lumubog na barko ang nawalang kita ng mga mangingisda sa bawat buwan na tumatagas ang langis sa kanilang pangisdaan,"" dagdag pa ng grupo. Mahigpit naman daw nilang babantayan ang pag-usad ng usapin habang hinihikayat ang publikong sumama sa kampanya upang hindi makatakas sa regulasyon ang kumpanya. Aniya, makatutulong ito para hindi pamarisan ng iba. Una nang sinabi ng DOJ na nagsumite ng pinekeng dokumento ang shipping company na RDC Reield Marine Services Inc., dahilan para mapayagang maglayag ang tanker kahit hindi sumusunod sa mga reglamento. Related Stories  Tanker carrying 800,000 liters of fuel sinks off Oriental Mindoro  Apektado ng 'Mindoro oil spill'? Ito ang dapat mo gawin, asahan  May-ari ng barko, 19 coast guard sa Mindoro oil spill, kakasuhan na"
1,"Very memorable naman ang Valentine’s day namin dahil ang ka-date namin si Cong. Toby Tiangco. Tapos nagpadala ng flowers sina Mark Leviste at Niña Taduran. Para ngang feeling ko very relevant ako to get noticed from these wonderful people. Natunaw talaga ang puso ko, parang na-feel ko na may nagawa akong kabutihan dahil meron pa ring nagmamahal sa akin. Bigla ko ngang naisip si Kris Aquino dahil kay Vice Governor Mark Leviste. Sana nga ay gumaling na siya dahil Kris is one kind sweet person worthy of love. Valentine’s day, day of hearts, at birthday ni Kris. How memorable ‘di ba. Let us pray for Kris. Be well, my dear Kris. At buti naman at ang ganda ng appearance ni Kris Aquino sa Fast Talk ni Boy Abunda. Ang ganda ng aura ng mukha niya at parang at peace sa nagaganap sa buhay niya ngayon. Bigla ko ngang naisip na baka para sa kanya ang flowers na ipinadala ni Mark dahil kulay pink na malalaking roses na alam ko na favorite flowers ni Kris. Talagang newsmaker si Kris dahil halos lahat pumick up sa sinabi niyang “I refuse to die.” Ito ang fighting spirit na gusto ng followers niya na marinig sa kanya. Fighting Kris Aquino. Yes, please don’t die. Patuloy kang mabuhay para kina Josh and Bimby pero sa lahat ng nagmamahal sa iyo. Marami pa rin ang gusto kang makita at nagmamahal sa iyo. ‘Wag kayong mag-alala, tuloy ang pagda­rasal na gumaling ka at matagpuan ang ligaya na hinahanap mo sa buhay to complete you. Laban, Kris."
1,"MANILA, Philippines — Humihingi ngayon ng panalangin ang ""Queen of All Media"" na si Kris Aquino para sa susunod na pagdaraanang gamutan sa puso — bagay na namamaga habang humaharap sa limang autoimmune diseases. Ito ang ibinahagi ni Kris tungkol sa ilang updates kaugnay ng kanyang kalusugan sa ""Fast Talk With Boy Abunda,"" Miyerkules, kasabay ng kanyang ika-53 kaarawan. ""On Monday [U.S. time], papasok ako sa ospital at may susubukan kaming biological na gamot. This is my chance to save my heart,"" wika ng aktres kay Abunda. ""Kung hindi ito tumalab... I stand a very strong chance of having cardiac arrest. Pwedeng in my sleep or kung ano man ang ginagawa ko, pwedeng tumigil na lang 'yung pagtibok ng puso [ko].""      Dati nang bukas ang aktres tungkol sa kanyang lumalalang kalusugan, dahilan din para labis na bumagsak ang kanyang timbang. Dagdag pa niya, nagdulot na rin ng mga komplikasyon sa kanyang puso at kanang baga ang mga naturang autoimmune diseases — dahilan daw para maging ""crucial"" para sa kanyang buhay ang susunod na anim na buwan. Bukod pa rito, maaari raw siyang ma-stroke anumang oras sa ngayon, lalo na't may kasaysayan ng cardiovascular diseases ang kanilang pamilya. ""Ang tagal niyo na akong pinagdarasal, but I really need it now,"" dagdag pa niya. ""I refuse to die. Ang next chapter ko ay to be a stage mother!"" ""I'm 53 now. I still want to be here when I’m 63."" Ibinahagi rin niyang itinaas ang nire-reseta sa kanyang Methotrexate, bagay na karaniwang ibinibigay sa mga sumasailalim sa chemotherapy. Dagdag pa niya, dalawa sa tatlong gamot na kanyang ginagamit sa ngayon ay wala pang approval ng Food and Drug Administration (FDA) para magamit sa Pilipinas. Una nang tinamaan ng COVID-19 si Kris noon, dahilan para lumala pa ang kanyang kalusugan. Matatandaang naging co-hosts noon sina Boy Abunda at Kris sa ""The Buzz"" sa ABS-CBN, isang showbiz and entertainment talk show na naging tanyag noong 2000s."
1,"MANILA, Philippines — Nais ng Metro Manila Development Authority (MMDA) at Land Transportation Office (LTO) na mairehistro na ang mga e-bicycle at e-tricycle sa bansa. Ito’y dahil parami na umano ng parami ang mga e-bike at e-trike at nagiging cause of concern na. Bukod dito, nais din ng MMDA at LTO na obligahin na ang mga driver ng mga naturang behikulo na kumuha ng lisensiya bago payagang magmaneho. “Nakikita namin na ­parami nang parami… para habang hindi pa ganoon karami na nakaka-obstruct na ng traffic, na ‘yung major accidents ang nako-cause niya, ay ma-address na namin kaagad,” sabi ni MMDA Acting Chairman Romando Artes. Ang mga e-vehicle units, e-tricycles, e-bikes, e-pedicables, e-scooters, push carts, at kuliglig sa mga kalsada ay hindi lamang nagpapabagal sa daloy kundi nagdadala rin ng panganib sa mga driver, pasahero at pedestrians. Ang pagdami ng bilang ng e-vehicles ay dahil na rin sa paggamit nito nang hindi na kailangang iparehistro at ‘di na kailangang kumuha ng lisensya. “When these e-vehicle users violate the law, how can we issue a traffic violation ticket if the users do not possess a license? We also cannot charge the vehicle owners because they are not registered,” ani Artes. Batay sa monitoring ng MMDA, kahit menor-de-edad ay nakikitang nagmamaneho ng e-vehicles sa national highways at ang ilan ay hindi man lang nagsusuot ng helmets o protective gears. Inabisuhan na rin ang mga LGU sa Metro Manila na magsumite sa Lunes ng isang listahan ng kanilang sariling mga ordinansa, regulasyon, at programa, partikular na ang paggamit ng mga yunit para sa kabuhayan, upang maplantsa ang mga kinks. Sa panig naman ni ­LTFRB Chair Atty. ­Teofilo Guadiz, sinabi niya na ang pagdami ng e-trikes ay nakakaapekto sa plano ng pamahalaan sa ­modernization ng public utility vehicles (PUVs)."
1,"MANILA, Philippines — Naaresto na ng — Quezon City Police District (QCPD) ang isang babae na sinasabing nag-iwan ng sanggol sa banyo ng isang ga­solinahan sa Kalayaan Avenue sa Quezon City nitong Pebrero 8 ng umaga. Kasama ring binitbit ang magulang nito sa paniniwalang may kinalaman sa krimen. Nahanap ng pulisya ang tirahan ng babae sa Vista Verde Country Homes sa Brgy. Muntindilaw, Antipolo City nitong Biyernes. Batay sa ulat ng pulisya, nagsagawa sila ng backtracking sa kuha ng CCTV sa pagkakakilanlan ng babae at kasama nito sa sasakyan na isang SUV. Naplakahan sa CCTV footage ang ginamit nilang sasakyan at natuklasang pagmamay-ari ito ng ama ng babaeng nag-iwan sa sanggol. Bago inaresto, makikita sa CCTV foo­tage ang buntis na babae na naki-CR sa gasolinahan, sinasabing doon ito nanganak at iniwan ang sanggol. Nadiskubre ang sanggol nang may sumunod na gumamit ng banyo. Hindi agad natuklasang may sanggol sa CR dahil pinasakan pa ng tissue paper ang bibig nito. Nahaharap sa frustrated infanticide at child abuse ang ina ng sanggol, habang inihahanda rin ang reklamo laban sa kanyang mga magulang."
1,"MANILA, Philippines — Sasagutin na ng Philippine Health Insurance Corp. (PhilHealth) ang kalahati ng hospitalization payment o billing ng mga miyembro nito at libre na ang diagnostic exam matapos na imungkahi ito ni House Speaker Ferdinand Martin Romualdez sa kanila kamakailan. Sa hearing ng Committee on Health, nabatid na pumayag ang mga opisyales ng PhilHealth sa naturang hiling ni Romualdez. Pag-aaralan na umano ng board ng PhilHealth ang mechanics ng bagong programa at kung kailan ito uumpisahan. “Umaasa ako na gagawin nila ito sa lalong madaling panahon dahil matagal na itong hiling ng mga kababayan natin,” ayon naman kay Romualdez. Ayon kay PhilHealth CEO Emmanuel Ledesma, Jr., todo-suporta sila sa hiling ni Romualdez na pagbutihin ang serbisyo at dagdagan ang mga benepisyo para sa mga pasyente. “Ayon sa plano ni Speaker Martin Romualdez, gusto rin ng PhilHealth na palawakin ng husto ang aming mga serbisyo. Matapos ang ilang taong ‘di pagbabago, masaya kaming sabihin na malalaki na ang nadagdag sa mga benepisyo,” ani Ledesma. Sinabi rin niya na susuporta sila sa kampanya ni Speaker na mabawasan ang gastos ng mga Pilipino sa pagpapa-ospital kaya’t sasagutin nila ang 50 porsyento na hospital bill sa mga napupunta sa mga private wards. Karamihan kasi ng mga Pilipino ay napipilitang kumuha ng private wards kahit kapos sa pambayad dahil sa palaging puno ang mga kuwarto sa mga pampublikong ospital. Ayon kay Ledesma, payag din umano silang akuin ng PhilHealth ang pagbayad sa mga early detection at diagnostic exams ng mga Pilipino taun-taon tulad ng x-ray, mammogram, at HPV vaccine para maiwasan ang kanser at mga nakakamatay na sakit. Itinaas na rin umano ng PhilHealth ang mga benepisyo para sa mga malubhang kaso ng pneumonia, biglaang ischemic stroke, at biglaang hemorrhagic stroke ng mahigit 100 porsyento para mabawasan ang gastos ng mga Pilipino."
1,"MANILA, Philippines — Tiniyak ng Armed Forces of the Philippines (AFP) at Philippine National Police (PNP) na naka-alerto sila laban sa anumang uri ng cyberattack at bomb threat sa bansa. Inihayag ito ni AFP Spokesperson Col. Francel Margareth Padilla, sa gitna ng sunud-sunod na bomb threat sa iba’t ibang ahensiya ng pamahalaan at ilang paaralan. Ayon kay Padilla, hindi na bago partikular ang paggamit ng email sa pagpapakalat nito, at maging ang pangalan na Takahiro Karasawa na umano’y Japanese lawyer na nagpadala ng email. Gayunman, tiniyak ni Padilla na hindi nagpapaka-kampante ang AFP at nakaalerto ang kanilang mga tauhan sa mga ganitong uri ng banta. Sa panig naman ni PNP Chief Gen. Benjamin Acorda Jr., sinabi nito na bagama’t hoax lang ang naturang bomb threat sa mga tanggapan ng gobyerno, hindi nila ito babalewalain at sa halip ay mas pinaigting ang pagiging alerto matapos ang pambobomba sa Mindanao State University sa Marawi noong nakaraang taon. Aktibo ring nakikipagtulungan ang PNP sa kanilang mga counterpart sa ibang bansa para tugisin ang mga nasa likod ng naturang bomb threat. Maging ang barangay officials ay kanila na ring inalerto upang maiwasan ang kahalintulad na insidente. Apela ng AFP at PNP sa publiko, maging mapagmatyag sa mga nakakasalamuha."
1,"Pangulong Marcos administrasyon susuportahan, ‘di ibabagsak MANILA, Philippines — Nakipagpulong nitong Lunes ang mga retiradong heneral ng Armed Forces of the Philippines (AFP) kay Speaker Ferdinand Martin Romualdez na nangako ng pagpapatibay ng kanilang suporta sa administrasyon ni Pangulong Ferdinand “Bongbong “ Marcos Jr. at sa liderato ng dalawang Kapulungan ng Kongreso. Ito’y sa gitna na rin ng mga kumakalat sa social media na ang mga retiradong heneral umano ang nambubuyo sa mga aktibong opisyal ng AFP para tumalikod ng suporta kay PBBM at ibagsak ang gobyerno sa pamamagitan ng kudeta. Nasa 22 retidong AFP generals ang dumalo sa pulong na isinaayos ng Philippine Military Academy Alumni Association (PMAAAI), Association of Generals and Flag Officers (AGFO), Philippine Military Academy Retired Alumni Association (PMARAA) at National ROTC Alumni Association, Inc. (NARAAI). Ipinaabot ng mga retiradong heneral kay Romualdez na wala umanong katotohanan ang kumakalat sa social media na ang PMA Alumni at iba pang grupo ng mga AFP reti­rees ang sumusuporta sa destabilisasyon laban sa administrasyong Marcos. “We are all here today, united, to air our support to President Ferdinand Marcos, Jr, his administration and the leadership of the House of Representatives and the Senate,” saad ni ret. Admiral Danilo Abinoja, Chairman at CEO ng PMAAAI. Inihayag naman ni ret. Major Gen. Marlou Salazar, Vice President NARRAI hindi sila pabor sa anumang pagtatangka ng destabilisasyon laban sa gobyerno dahilan sa katatagan nito nakasalalay ang kapayapaan at progreso."
1,"MANILA, Philippines — Simula sa Pebrero ngayong taon ay makakatanggap na ng P1,000 monthly stipend ang mga mahihirap na senior citizen na benepisyaryo ng Social Pension ng Department of Social Welfare and Development (DSWD). Ayon kay DSWD Assistant Secretary for Strategic Communications Romel Lopez, ang pondo ay nakalakip sa DSWD 2024 budget base na rin sa Republic Act 11916 o ang Act Increasing the Social Pension of Indigent Senior Citizens. Sa ilalim ng RA 11916, ang pagbibigay ng 100% increase sa buwanang pension ng mga indigent senior citizens mula P500 hanggang P1,000 ay upang matulungan ang elderly na makaagapay sa patuloy na pagtaas ng mga bilihin. Nilinaw ni Lopez na maituturing na eligible sa programa ang isang senior citizen kung ito ay hindi tumatanggap ng monthly pension mula sa Social Security System (SSS), Go­vernment Service Insu­rance System (GSIS), Phi­lippine Veterans Affairs Office (PVAO), Armed Forces at Police Mutual Benefit Association, Inc. (AFPMBAI), o sa kahit na anong private insurance company. May kabuuang 4,085,066 indigent senior citizens ang sakop ng social pension program para sa taong 2024."
1,"MANILA, Philippines — Isang 74-anyos na lola ang natagpuang patay sa loob ng kanyang bahay sa Brgy.Sico 2,San Juan, Batangas, kamakalawa ng gabi. Kinilala ng pulisya ang nasawing biktima na si alyas Rosie na ang bangkay ay natagpuan sa kusina na may mala­king sugat sa ulo, alas-6:00 ng gabi. Ayon sa imbestigador na ang biktima ay posibleng hinataw sa ulo ng matigas na bagay ng kanyang anak na babae na si alyas Rosaleeh na agad din inaresto ng mga rumespondeng pulis. Nadiskubre lang ang krimen nang rumes­ponde ang mga barangay tanod at pulisya nang humingi ng tulong ang apo ng biktima na si alyas Sofia. Ayon kay Sofia, kararating lang niya mula sa paaralan nang siya ay pigilan ng suspek na pumasok na agad nitong pinagdudahan kaya naman ay agad na pinuntahan ang barangay hall upang humingi ng tulong. Sa imbestigasyon ng mga otoridad na lumalabas na nagkaroon ng mainitang pagtatalo ang mag-ina sa hindi pa malaman na kadahilanan na nagresulta sa pagpatay. Sinabi rin ng mga kaanak na ang suspek ay nakakaranas ng problema sa pag-iisip."
1,"MANILA, Philippines — Dagdag pahirap na naman sa mga moto­rista ang inaasahang malakihang pagtataas ng presyo sa mga produktong petrolyo sa bansa sa susunod na linggo o Martes. Sa ulat, ang malakihang pagtaas ng presyo ng mga produktong petrolyo ay kasunod naman ng pinatikim na kaka­rampot na oil price rollback noong nagdaang linggo. Ito ay makaraang ianunsyo ng mga oil players na sila ay magtataas ng presyo ng mga produktong petrolyo sa susunod na linggo na aabutin sa P1.40 hanggang P1.90 ang halaga kada litro ng taas presyo ng gasolina, P1.20 hanggang P1.60 kada litro na itataas sa presyo ng kerosene at diesel. Sinasabing ang paggalaw ng presyuhan ng oil products sa nagdaang apat na araw ang ugat ng malakihang oil price hike. Tuwing araw ng Martes naman ipinatutupad ang oil price adjustment."
1,"MANILA, Philippines — Ipinagmalaki ng Philippine National Police Anti-Cybercrime Group (ACG) ang pagbaba ng may 40 porsyento sa kaso ng online scam ngayong Enero kumpara sa kaparehong panahon ng nakaraang taon. Ayon kay ACG Director Police Major General Sidney Hernia, nasa 1,045 na kaso ng online scam ang naitala noong Enero 2023 habang nasa 624 na kaso na lang ang naitala ngayong Enero 2024, na mas mababa ng 421 kaso o katumbas ng 40.29 porsyento. Malaking tulong aniya sa pakikipaglaban kontra online scammer ang patuloy na paglalagay ng mga ACG offices sa mga rehiyon, lalawigan at mga distrito, gayundin ang paglalagay ng cybercrime desk sa mga istasyon ng pulisya. Bukod pa aniya rito ang patuloy na ginagawang pagsasanay at mga seminars ng mga pulis na nakadestino sa cybercrime desk upang mas alam nila kung paano ang gagawin sa isang kaso. Isa rin umano sa naging malaking pagbaba ng kaso ng online scam ay ang kooperasyon ng mga biktima upang agad mahuli ang mga online scammer. “Let us maintain vigilance in our dealings with strangers, particularly in the online realm. It is imperative that we continually educate ourselves to safeguard against falling victim to online scams,” dagdag ng opisyal."
1,"MANILA, Philippines — Isa lamang sa No. 4 Phoenix at No. 5 Meralco ang sisikwat sa ikaapat at huling semifinals berth ng Season 48 PBA Commissioner's Cup. Magtutuos ang Fuel Masters at Bolts sa isang 'sudden death' game sa quarterfinals ngayong alas 6:15 ng gabi sa MOA Arena sa Pasay City. Ang mananalo ang sasagupa sa naghihintay na No. 1 Magnolia, sumibak sa No. 8 TNT Tropang Giga sa quarterfinals, 109- 94, sa isang best-of-five semifinals series. Humirit ang Meralco ng 'do-or-die' matapos agawin ang 116-107 triple overtime win kontra sa Phoenix. “It's going to be a hard game. It's a quality basket- ball; both two good teams. We're going to duke it out,” wika ni Bolts coach Luigi Trillo sa kanilang bakbakan ng Fuel Masters. Posibleng hindi maglaro para sa Meralco si veteran ford Cliff Hodge na nagkaroon ng right ankle injury sa 2:55 minuto ng first overtime sa kanilang panalo sa Phoenix. “If Cliff can't go, we have other guys. I have faith in Kyle (Pascual), Raymund (Almazan) and those other guys, too. We're ready,” sabi ni Trillo. Muling magtutuos sina import Shonn Miller ng Bolts at Johnathan Williams ng Fuel Masters na naimintis ang dalawang free throws sa huling 8.2 segundo ng second overtime kung saan tabla ang iskor sa 103-103. Tumapos si Williams na may 24 points at 24 rebounds, ngunit nagtala ng mahinang 9-of-19 shooting sa free throw line. “We have full confidence in him and that he is going to bring us to the semifinals,” sabi ni Phoenix mentor Jamike Jarin sa kanilang reinforcement."
1,"BOSTON — Bumanat si Jamal Murray ng 35 points habang tumipa si Nikola Jokic ng 34 markers, 12 rebounds at 9 assists sa 102-100 paglusot ng nagdedepensang Denver Nuggets sa Celtics. Ipinalasap ng Denver (29-14) ang unang home loss ng Boston (32-10) ngayong season matapos magtala ng 20-0 record. Ang putback ni Michael Porter Jr. ang nagbigay sa Nuggets ng 101-98 abante kasunod ang driving dunk ni Jayson Tatum para idikit ang Celtics sa 100-101. Matapos ang free throw ni Aaron Gordon para sa 102-100 abante ng Denver sa huling 17.1 segundo ay bigo ang Boston na makaiskor para sana sa posibleng overtime. Tumapos si Derrick White na may 24 points habang nagdagdag sina Tatum at Kristaps Porzingis ng 22 at 21 markers, ayon sa pagkakasunod. Sa Miami, ipinasok ni Dejounte Murray ang isang go-ahead 3-pointer sa huling dalawang segundo sa 109-108 paglusot ng Atlanta Hawks (18-23) sa Heat (24-18). Sa New Orleans, nagpaputok si Devin Booker ng season-high 52 points sa 123- 109 pagtusta ng Phoenix Suns (23-18) sa Pelicans (25-18). Sa Charlotte, kumamada si LaMelo Ball ng 28 points sa 124-120 pag-eskapo ng Hornets (9-30) sa San Antonio Spurs (7-34)."
1,"MANILA, Philippines — Pinangalanan ni Chery Tiggo middle blocker Aby Maraño si Jaja Santiago bilang Greatest of All Time na volleyball player ng bansa sa women’s dvision. Sa kanyang post sa social media, masayang ibinahagi ni Maraño ang magandang performance ni Santiago sa Japan V.League kung saan naglalaro ito para sa JT Marvelous. Maganda ang inilalaro ni Santiago na nangunguna sa blocking at attacking departments. Nasa ika-19 naman ito sa scoring department tangan ang 178 points mula sa 116 attacks, 49 blocks at 13 aces. Kaya naman todo puri si Maraño na naging teammate nito sa national team sa mga nakalipas na international tournaments gaya ng SEA Games. “She’s the one and only GOAT (greatest of all time), Philippine pride Jaja Santiago. Padayon lang, Jajing,” ayon sa post ni Maraño. Nasa Crossovers na si Maraño matapos madisband ang F2 Logistics noong Disyembre. Kasama ni Maraño na lumipat sa Crossovers si F2 Logistics outside hitter Ara Galang. Excited na si Maraño na maglaro sa PVL suot ang bagong jersey nito sa Crossovers. “Actually, nae-excite talaga ako to be a part of Chery Tiggo, parang ‘pag nagda-drive ka lang di’ ba, parang ang sarap umarangkada kasama ang Chery,” ani Maraño sa kanyang naunang panayam. Makakasama nina Maraño at Galang sa ratsada sina Jen Nierva, Mylene Paat, Jasmine Nabor, Joyme Cagande, ang magkapatid na Eya at EJ Laure at Shaya Adorador na nakasama na rin nito sa national team noon."
1,"MANILA, Philippines — May mga bagay pang dapat baguhin ang Barangay Ginebra sa kanilang pagsagupa sa sister team San Miguel sa semifinals series ng Season 48 PBA Commissioner’s Cup. Isa rito ang pagrerelaks ng Gin Kings sa second half matapos magposte ng 58-35 abante sa third period bago patalsikin ang NorthPort Batang Pier, 106- 93, sa kanilang quarterfinal game noong Biyernes. “When you do that against San Miguel, you’re gonna get blown out,” babala ni coach Tim Cone sa kanyang Ginebra squad. “There’s a lot to be cleaned up before we could meet San Miguel on even terms.” Dinispatsa naman ng No. 2 Beermen ang No. 7 Rain or Shine Elasto Painters, 127-122, papasok sa best-of-five semifinals showdown nila ng Gin Kings. Magiging problema ni Cone sa SMB sina import Bennie Boatwright Jr. at seven-time PBA MVP June Mar Fajardo bukod pa kina CJ Perez, Terrence Romeo at Jericho Cruz. “We’re just gonna try to find ways to make them uncomfortable and do that for three games. We have a couple of days to really sink our teeth into them and decide how to proceed,” ani Cone. Huling nagtuos sa semis series ang Gin Kings at Beermen noong nakaraang Governors’ Cup na pinagwagian ng ‘never-say-die’ team."
1,"MANILA, Philippines — Umakyat na sa 92 bangkay na narerekober matapos ang mangyaring pagguho ng lupa sa isang gold-mining village sa Maco, Davao de Oro noong nakaraang linggo. Ika-6 ng Pebrero nang mabaon sa landslide ang ilang bus na may sakay na manggagawa ng Apex Mining Corp. sa barangay Masara — dahilan para masawi at mawala ang pagkarami-rami. ""Batay sa inisyal na ulat (bineberipika pa ang mga pangalan) mula sa MDRRMO Maco, 7:00 PM ngayong araw (Pebrero 15, 2024), mayroon kaming 92 bangkay na narekober, kabilang rito ang mga parte ng katawan lang ang nakuha,"" wika ng Provincial Government of Davao de Oro sa Bisaya nitong Huwebes. ""Sa kasalukuyan, mayroon tayong kabuuang 36 na nawawalang indibidwal.""      Lagi tayong mag-ingat mga Dabawenyo at patuloy tayong magdasal para sa mga taong naapektuhan ng insidente. Matatandaang nasagip sa pagguho ng lupa ang isang 2-buwang sanggol at 3-anyos na bata kahit tatlong araw nang natabunan. Kahapon lang ipatigil ni Maco Mayor Alvera Veronica Rimando ang search, rescue and retrieval operations kaugnay ng landslide. Kasalukuyan itong search and retrieval operations na lamang dahil sa pagbaba ng pag-asang makakuha pa ng buhay na biktima. Una nang pinaiimbestigahan ng Kilusang Mayo Uno (KMU) ang pananagutan ng Apex Mining Corp. sa nangyaring trahedya, lalo na't marami sa mga namatay sa landslide ay kanilang mga manggagawa. Ilang linggo nang umuulan sa Davao Region bago nangyari ang insidente dulot na rin epekto ng Hanging Amihan at trough ng low pressure area, dahilan para masalanta ang nasa 1.52 milyong katao sa mga sumusunod na lugar:  Northern Mindanao Davao Region SOCCSKSARGEN CARAGA Bangsamoro Autonomous Region in Muslim Mindanao  Ayon sa National Disaster Risk Reduction and Management Council (NDRRMC), umabot na sa P558.254 milyong halagang pinsala na ang naitatamo ng sama ng panahon sa sektor ng agrikultura. Bukod pa ito sa P827.07 milyong halaga ng pinsala sa imprastruktura sa Region 10, Region 11 at CARAGA. Umabot naman na sa P228.265 milyong halagang ayuda na ang naibibigay sa ngayon sa mga residente ng Northern Mindanao, Davao Region at CARAGA sa porma ng family food packs, medical supplies, atbp. Related Stories  2 buses full of mining firm workers buried in Davao de Oro landslide  2-buwang sanggol, 3-anyos na bata nasagip sa Davao de Oro landslide  Apex Mining nais paimbestigahan dahil sa 'deadly' Davao landslide"
